Entity: Mexico
Year: 2000 | Value: 5.02928399378261
Year: 2001 | Value: -0.450845253215945
Year: 2002 | Value: -0.236588001922641
Year: 2003 | Value: 1.18554486709559
Year: 2004 | Value: 3.56544100946846
Year: 2005 | Value: 2.11324712586392
Year: 2006 | Value: 4.80501352746852
Year: 2007 | Value: 2.07786393438754
Year: 2008 | Value: 0.943331863036903
Year: 2009 | Value: -6.29525055780502
Year: 2010 | Value: 4.9713345832195
Year: 2011 | Value: 3.44404505794418
Year: 2012 | Value: 3.55321075993527
Year: 2013 | Value: 0.852101559410627
Year: 2014 | Value: 2.50376350288664
Year: 2015 | Value: 2.70232342550646
Year: 2016 | Value: 1.77249323845399
Year: 2017 | Value: 1.87172853327193
Year: 2018 | Value: 1.97208209405635
Year: 2019 | Value: -0.392690505066824
Year: 2020 | Value: -8.35403458167995
Year: 2021 | Value: 6.0484834621255
Year: 2022 | Value: 3.70975709163623
