Entity: South Africa
Year: 2000 | Value: 4.20000000067826
Year: 2001 | Value: 2.70000000019104
Year: 2002 | Value: 3.70037440406668
Year: 2003 | Value: 2.94907546754213
Year: 2004 | Value: 4.55455990721774
Year: 2005 | Value: 5.27705197295467
Year: 2006 | Value: 5.60380645895889
Year: 2007 | Value: 5.36047405394162
Year: 2008 | Value: 3.1910438863288
Year: 2009 | Value: -1.53808913525583
Year: 2010 | Value: 3.03973288127956
Year: 2011 | Value: 3.16855627858818
Year: 2012 | Value: 2.39623238465745
Year: 2013 | Value: 2.48546800826588
Year: 2014 | Value: 1.41382645223793
Year: 2015 | Value: 1.32186223678229
Year: 2016 | Value: 0.664552307858116
Year: 2017 | Value: 1.15794695181735
Year: 2018 | Value: 1.55678384721676
Year: 2019 | Value: 0.25993557687633
Year: 2020 | Value: -6.1689177146757
Year: 2021 | Value: 4.85864865060148
Year: 2022 | Value: 2.05813661692193
