Entity: Germany
Year: 2000 | Value: 2.8765231247659
Year: 2001 | Value: 1.63614170690956
Year: 2002 | Value: -0.228255715793637
Year: 2003 | Value: -0.529801394291297
Year: 2004 | Value: 1.16208684507278
Year: 2005 | Value: 0.885485292551564
Year: 2006 | Value: 3.86668241523209
Year: 2007 | Value: 2.8891174138025
Year: 2008 | Value: 0.887902330743628
Year: 2009 | Value: -5.54455451920674
Year: 2010 | Value: 4.13463778522758
Year: 2011 | Value: 3.75796884489337
Year: 2012 | Value: 0.463512036709204
Year: 2013 | Value: 0.396995583779145
Year: 2014 | Value: 2.18018602168017
Year: 2015 | Value: 1.66300602334775
Year: 2016 | Value: 2.22222216259371
Year: 2017 | Value: 2.797906720551
Year: 2018 | Value: 1.13569604599849
Year: 2019 | Value: 0.977734697038784
Year: 2020 | Value: -4.13191443239947
Year: 2021 | Value: 3.90999994204108
Year: 2022 | Value: 1.8092581243061
