Entity: Colombia
Year: 2000 | Value: 2.92486148176778
Year: 2001 | Value: 1.67789830787579
Year: 2002 | Value: 2.50398046659659
Year: 2003 | Value: 3.91827190322513
Year: 2004 | Value: 5.33302206759905
Year: 2005 | Value: 4.82876110773741
Year: 2006 | Value: 6.71686869844402
Year: 2007 | Value: 6.73819469090975
Year: 2008 | Value: 3.28344618616541
Year: 2009 | Value: 1.13964864548062
Year: 2010 | Value: 4.49465897070922
Year: 2011 | Value: 6.94789198173555
Year: 2012 | Value: 3.91263576716115
Year: 2013 | Value: 5.13399351995672
Year: 2014 | Value: 4.49903000110972
Year: 2015 | Value: 2.95590137527523
Year: 2016 | Value: 2.08738250162794
Year: 2017 | Value: 1.35936086788746
Year: 2018 | Value: 2.56432428277704
Year: 2019 | Value: 3.18685539245533
Year: 2020 | Value: -7.18591413760859
Year: 2021 | Value: 10.8011981904878
Year: 2022 | Value: 7.32827729427979
