Entity: Brazil
Year: 2000 | Value: 4.38794944364869
Year: 2001 | Value: 1.3898964044581
Year: 2002 | Value: 3.05346185683619
Year: 2003 | Value: 1.14082899877101
Year: 2004 | Value: 5.75996463685998
Year: 2005 | Value: 3.20213206216255
Year: 2006 | Value: 3.96198870899485
Year: 2007 | Value: 6.06987060733128
Year: 2008 | Value: 5.09419544811998
Year: 2009 | Value: -0.12581200299141
Year: 2010 | Value: 7.52822581812151
Year: 2011 | Value: 3.97442307944702
Year: 2012 | Value: 1.92117598509462
Year: 2013 | Value: 3.0048226702888
Year: 2014 | Value: 0.503955740273241
Year: 2015 | Value: -3.54576339347278
Year: 2016 | Value: -3.2759169063211
Year: 2017 | Value: 1.32286905390815
Year: 2018 | Value: 1.78366676137003
Year: 2019 | Value: 1.22077782271943
Year: 2020 | Value: -3.27675879612903
Year: 2021 | Value: 4.7626043797061
Year: 2022 | Value: 3.01669435408112
