Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Iceland,ISL,Life expectancy at birth (years),WHOSIS_000001,79.6920726,79.99493866,80.30310703,80.56916041,80.76637117,80.90304444,81.03602001,81.14698057,81.29367071,81.49587558,81.68175374,81.86017778,81.9847692,82.07380529,82.09822512,82.12605142,82.17563351,82.27340584,82.37332681,82.4706163,82.56117418,82.57766731
Israel,ISR,Life expectancy at birth (years),WHOSIS_000001,78.54383666,78.80591438,78.56218757,79.09724844,79.54240915,79.7067797,79.95901874,80.12300616,80.42212771,81.12924437,81.53399975,81.64888794,81.57002049,81.92176085,81.37964957,81.91113219,82.22430729,82.38134543,82.59262272,82.57325579,82.36508912,81.74464677
Italy,ITA,Life expectancy at birth (years),WHOSIS_000001,79.36611399,79.67653939,79.95596277,79.81728413,80.52668865,80.51057716,81.06442613,81.17657713,81.37070791,81.5215304,81.89505601,81.82897949,81.83712041,82.2878749,82.61004631,82.20433624,82.86744999,82.52191209,82.77664183,82.98522568,81.93997914,82.19747411
Jamaica,JAM,Life expectancy at birth (years),WHOSIS_000001,72.25330071,72.14321688,73.03304352,73.46076447,73.7183442,71.36246208,74.44972953,69.58643623,70.6377363,72.19787809,73.95794492,72.86139713,74.19029935,74.2198557,73.23854714,72.28943851,72.33025467,72.33086714,72.51790169,72.23602877,72.64037778,70.1439437
Jordan,JOR,Life expectancy at birth (years),WHOSIS_000001,72.72227433,72.6802332,72.9283168,73.51735567,73.56285182,73.42688191,73.85308999,74.97453582,75.81217115,76.34651794,76.68909265,76.9077149,77.13092988,77.52470069,77.96984738,78.50941007,78.7600732,79.14251842,79.63154866,79.7854181,77.55988721,75.64973596
Japan,JPN,Life expectancy at birth (years),WHOSIS_000001,81.5301793,81.84225924,82.10074471,82.14025197,82.37003875,82.23817071,82.59216336,82.7592849,82.83288975,83.15818254,83.08330199,82.82691604,83.32740995,83.56021789,83.79493082,83.99957263,84.15707196,84.25809871,84.35134487,84.46675304,84.66324868,84.46067178
Kazakhstan,KAZ,Life expectancy at birth (years),WHOSIS_000001,64.35326131,64.70931637,65.03142074,64.77834271,65.11633982,65.06712568,65.42456634,65.80148574,67.14338476,68.51597079,68.51031045,69.12835849,69.67761395,70.6757737,71.47528342,71.97923102,72.39593644,72.96750185,73.16779578,73.20279408,71.3205391,70.27511981
Kenya,KEN,Life expectancy at birth (years),WHOSIS_000001,54.09203911,54.33283599,54.58698847,54.91168271,55.51027953,56.3951405,57.46429328,58.55063756,59.48455643,60.49062126,61.28276083,61.98126671,62.61585724,63.11575218,63.63694431,64.29968929,65.03249549,65.61126491,66.06922549,66.50141922,66.79345007,66.76221995
Kyrgyzstan,KGZ,Life expectancy at birth (years),WHOSIS_000001,65.93470005,66.68305593,66.25500987,66.27050684,66.99096069,67.04293061,67.10547635,67.79056016,68.29544912,68.88847772,69.19156126,69.54394591,69.96020158,70.72932374,70.89588242,71.54340028,72.67043609,72.80933995,73.2888512,73.58598166,71.47082259,72.18500345
Cambodia,KHM,Life expectancy at birth (years),WHOSIS_000001,59.10171682,60.02516946,60.98797015,61.89363505,62.73254827,63.57944693,64.39387062,65.07853491,65.7502876,66.28526249,66.7359551,67.25370356,67.72268359,68.09456793,68.40636847,68.66739766,68.91001703,69.12694998,69.35586113,69.55846339,69.84097141,68.92399972
Kiribati,KIR,Life expectancy at birth (years),WHOSIS_000001,60.08437065,60.39204806,60.60035552,60.80039427,60.91263256,61.01859221,61.1004495,61.1868882,61.27006207,61.32259565,61.36040242,61.40193967,61.47703351,61.57296264,61.63073757,61.68537375,61.75804085,61.81777917,60.74880481,62.13784891,61.87697198,60.87345633
Republic of Korea,KOR,Life expectancy at birth (years),WHOSIS_000001,75.85981554,76.56907797,76.94317285,77.4435747,77.92814417,78.37092125,78.96689178,79.37954426,79.90917941,80.36278413,80.53713356,80.95337202,81.13219539,81.68616863,82.15999534,82.40187033,82.73176167,83.09217588,83.15048365,83.68842093,83.79726372,83.79982334
Kuwait,KWT,Life expectancy at birth (years),WHOSIS_000001,77.57714875,78.81293796,78.20659931,78.76242947,78.50276726,78.37752584,78.57389835,79.05909554,78.26367194,79.20188159,80.49475441,81.44805413,81.34259433,81.73672815,81.88077916,81.44722022,82.54800559,82.62315795,82.93662831,82.50221054,78.76948984,78.95211671
Lao People's Democratic Republic,LAO,Life expectancy at birth (years),WHOSIS_000001,58.27571315,58.88681637,59.61142102,60.19558269,60.73825821,61.3511366,61.98382706,62.60763355,63.1872824,63.79585544,64.42237003,65.03889894,65.52691412,65.9670211,66.43037564,66.87363139,67.33210713,67.7232745,68.05389772,68.35701918,68.74340275,68.23189407
Lebanon,LBN,Life expectancy at birth (years),WHOSIS_000001,75.71500924,76.1562609,76.55400992,76.80310121,77.0970413,77.17133641,76.79700172,77.46682627,77.52542218,77.79033646,77.96731586,77.97377185,78.05803939,78.16479469,78.22558226,78.43741249,78.81840788,79.03043282,79.36847038,79.28679608,77.70116098,74.34207035
Liberia,LBR,Life expectancy at birth (years),WHOSIS_000001,53.27371266,53.93145331,53.66640831,53.6245833,56.44158136,57.55945739,58.56299111,59.31134066,59.75630294,60.0506239,60.3582726,60.73430361,61.08289847,61.38474407,58.11259758,60.37754989,62.21305435,62.62958569,63.09159913,63.44171284,63.45657848,63.45730846
Libya,LBY,Life expectancy at birth (years),WHOSIS_000001,74.0447285,73.7423441,73.4501765,73.51059338,73.84878468,74.01467345,74.61102298,74.50020642,74.20131986,74.13441802,74.11333,71.43952101,73.92406847,74.21873286,72.6011445,72.65332031,72.63664308,73.15169822,73.52909525,73.54365475,72.64874878,72.17844009
Saint Lucia,LCA,Life expectancy at birth (years),WHOSIS_000001,73.2192679,73.33798376,73.50932526,73.77614845,73.99518133,74.35093561,74.71126509,75.22231763,75.53396399,75.83775931,76.00781498,76.24846107,76.39869599,76.18455493,76.28411905,76.39243252,76.20059158,76.138896,76.11272762,76.11613744,75.63349527,71.1130421
Sri Lanka,LKA,Life expectancy at birth (years),WHOSIS_000001,71.51130083,72.65351771,73.3381305,73.36803088,69.11941478,73.48476487,73.35813965,73.81640208,73.1378661,72.41934945,74.13617419,74.95837466,75.63306733,75.82006448,76.17612763,76.44590803,76.7665914,76.91196371,77.17579214,77.45083261,80.65621609,77.22895472
Lesotho,LSO,Life expectancy at birth (years),WHOSIS_000001,47.38127672,47.97132353,47.82881329,45.64538324,43.80676222,42.6642992,42.3928282,43.88764108,45.90439498,47.42048599,48.56510587,49.10182257,49.02029182,48.96059544,48.68389714,48.83813559,49.94866988,51.05416565,51.60129602,51.77851899,51.85352687,51.47907482
Lithuania,LTU,Life expectancy at birth (years),WHOSIS_000001,71.99825868,71.51538807,71.6891841,71.84648999,71.87471415,71.1036825,70.89301238,70.61092139,71.62596428,72.78267615,73.07761938,73.54804338,73.83806492,73.86695735,74.49843919,74.36612877,74.70145984,75.48786469,75.75173506,76.24761609,74.89538008,74.13314711
Luxembourg,LUX,Life expectancy at birth (years),WHOSIS_000001,78.4163246,78.61781312,78.80641336,79.03207074,79.25868688,79.5758462,79.91412753,80.26355488,80.56515483,80.92194389,81.17521457,81.39260196,81.56608895,81.87819611,82.1608587,82.3849065,82.55544194,82.70166924,82.81654634,82.80168339,82.82955161,82.78028566
Latvia,LVA,Life expectancy at birth (years),WHOSIS_000001,70.21458573,69.80978592,70.10625692,70.55494078,70.8139625,70.49159571,70.37307271,70.75226957,71.85232762,72.66145576,72.87994756,73.67057625,73.86536335,74.12560449,74.4358747,74.8108617,74.95310955,74.9627685,75.05473366,75.68490068,75.49885883,73.20251724
Morocco,MAR,Life expectancy at birth (years),WHOSIS_000001,70.19460372,70.45857649,70.73932756,70.88040999,71.03043411,71.23383994,71.42901619,71.60883866,71.88491111,72.16145438,72.37286998,72.57738576,72.78046277,72.96566532,73.12038211,73.26259745,73.4071743,73.53352195,73.60592779,73.7488551,72.50615909,72.61868352
Republic of Moldova,MDA,Life expectancy at birth (years),WHOSIS_000001,65.65922366,66.20689138,66.13288732,66.19700504,66.63893532,65.99301769,66.7168869,67.22688687,67.81121548,68.02716399,67.76693165,69.82070445,70.25455299,71.32497048,71.10984715,71.14655162,71.84582325,72.85856435,72.90339608,73.32010877,72.14867013,69.55780877
Madagascar,MDG,Life expectancy at birth (years),WHOSIS_000001,58.73234782,59.24814899,59.4274793,59.72543671,60.11149963,60.67184175,61.19063264,61.67182144,62.01528236,62.2488395,62.52359433,62.75965875,62.96002316,63.11657152,63.22596923,63.35879155,63.46510267,63.57935928,63.71423448,63.81664617,63.07628383,62.9342555
Maldives,MDV,Life expectancy at birth (years),WHOSIS_000001,69.82223985,70.45676102,71.06296933,71.62171461,71.34887566,72.865727,73.36205884,73.714686,74.09191071,74.43155141,74.73135148,75.10252928,75.84622735,76.29978199,76.80961188,77.25297582,77.72035574,78.16955603,78.67792046,75.44939578,76.1908817,75.39664085
Mexico,MEX,Life expectancy at birth (years),WHOSIS_000001,74.21831002,74.55106521,74.58875796,74.62788874,75.04316184,74.92683948,75.33649525,75.52454869,75.08739804,75.14215277,74.95254484,75.42631561,75.6445679,75.92944746,75.90738439,75.93967708,75.76103333,75.87022362,75.91673747,75.8344286,70.94625179,70.83258685
North Macedonia,MKD,Life expectancy at birth (years),WHOSIS_000001,72.94763036,73.26733128,72.91273812,73.22933201,73.62319794,73.73592756,73.8246386,73.65892824,74.31760094,74.58841867,74.84175417,74.96127325,74.93753664,75.43073243,75.25754035,75.34082067,75.56274435,75.98451895,76.46395817,76.14804901,74.37069175,72.99535604
Mali,MLI,Life expectancy at birth (years),WHOSIS_000001,53.05862872,53.62181973,54.16297861,54.85059982,55.6927022,56.25739607,56.77509358,57.34348988,57.78455925,58.27710615,58.64806217,59.04750126,59.27099434,59.37937448,59.77561439,60.12125985,60.63666584,61.01919215,61.31661022,61.83290988,61.46815324,61.67398609
Malta,MLT,Life expectancy at birth (years),WHOSIS_000001,77.81522196,78.11450102,78.4088864,78.67686,78.90071191,79.12587951,79.36712993,79.64226641,79.93204914,80.24911661,80.4834984,80.71689503,80.93951926,81.20455704,81.45292313,81.67976101,81.88080877,82.05744637,82.26456738,82.14647613,82.01477782,81.81193837
Myanmar,MMR,Life expectancy at birth (years),WHOSIS_000001,59.37966802,59.77708716,60.19994618,60.64224077,61.06960565,61.61985762,62.15642058,62.77565744,56.90830711,63.9906783,64.64371806,65.22860154,65.86631653,66.44771624,67.0395851,67.42672255,67.8624826,67.95077876,68.55999093,68.80517618,68.86849549,67.84580637
Montenegro,MNE,Life expectancy at birth (years),WHOSIS_000001,73.43360465,73.45014953,73.54605523,73.62012454,73.73506539,73.98743557,74.28740727,74.67252275,75.02700903,75.38841226,75.71790981,75.9899009,76.17609575,76.3576393,76.62030337,76.86028429,77.06052079,77.14980899,77.222772,76.83999351,75.47582429,74.70975149
Mongolia,MNG,Life expectancy at birth (years),WHOSIS_000001,63.19839599,63.48955882,63.99267039,64.44695031,64.84071925,65.26255095,65.78316962,66.37749458,66.90211117,66.92759176,67.10227644,67.30366439,67.84058521,68.39260768,68.96351192,69.246045,69.64443247,70.09899409,70.47775442,70.7501793,72.70622882,70.09795294
Mozambique,MOZ,Life expectancy at birth (years),WHOSIS_000001,50.95314578,51.31528926,51.47014119,51.67123667,51.81518653,51.92845833,52.16412753,52.58518387,53.06339796,53.32648003,53.33150279,53.5270243,53.74174488,54.24267779,55.02757929,55.85530982,56.63490108,57.33253714,57.94330191,58.50505639,58.6314583,57.66202708
Mauritania,MRT,Life expectancy at birth (years),WHOSIS_000001,62.9207429,63.48748709,64.15779119,64.83743491,65.40083987,65.90883345,66.62015995,67.11455039,67.64336926,68.08446898,68.45329118,68.79857098,69.09222123,69.22463674,69.29386756,69.45426817,69.65770027,69.81185094,69.9973737,70.17546548,68.92697523,68.86843813
Mauritius,MUS,Life expectancy at birth (years),WHOSIS_000001,71.13541086,71.43968836,71.67923755,71.8438719,71.98706152,72.14096947,72.37604294,72.6045072,72.86571029,73.10056755,73.34550791,73.5157206,73.69029649,73.803364,74.00992363,74.12593279,74.15809377,74.11525101,74.02503816,74.05607067,73.56975445,73.41967032
Malawi,MWI,Life expectancy at birth (years),WHOSIS_000001,44.64126346,45.39400815,46.23607096,47.14250921,48.06087588,49.35021214,50.92538724,52.54577058,54.26093144,55.72789905,56.87054565,58.10856356,59.42059707,60.5549131,61.34710538,61.82512095,62.19781015,62.5519407,62.91863389,63.22930485,63.46287777,62.48652597
Malaysia,MYS,Life expectancy at birth (years),WHOSIS_000001,73.01343106,73.51935373,73.78194217,73.62194031,73.82138244,74.06194883,74.30399222,74.43641055,74.19396011,74.01457452,74.02631776,74.23051803,74.61637828,74.72307296,74.64731536,74.27826363,74.41949575,74.40097684,74.52805915,74.68410362,76.78965822,72.8101035
Namibia,NAM,Life expectancy at birth (years),WHOSIS_000001,53.02475546,52.37399446,51.74325949,51.39447349,51.6479279,52.83409474,54.69956495,56.83641554,58.62203403,59.50436576,60.12459181,60.88311335,61.49462249,61.87769769,61.94948428,61.8615054,62.05755741,62.37183813,62.82854728,63.49265302,63.75209779,60.35994599
Niger,NER,Life expectancy at birth (years),WHOSIS_000001,50.24298341,50.89945855,51.88652859,52.7806989,53.86159387,54.754071,55.74288168,56.45936065,57.32288169,57.84177819,58.29155093,58.60580875,58.92187052,59.22776171,59.45072248,59.63358442,59.83593299,60.22725166,60.43807872,60.57303502,60.39192551,59.97070525
Nigeria,NGA,Life expectancy at birth (years),WHOSIS_000001,54.05766545,54.47371595,54.96389545,55.58470303,56.18946769,56.9174905,57.55220397,58.17779892,58.74901559,59.30198282,59.78799099,60.1981229,60.64324912,61.04119261,61.37523759,61.73359862,62.04834174,62.36209316,62.68563037,63.06578367,62.83540426,63.3974984
Nicaragua,NIC,Life expectancy at birth (years),WHOSIS_000001,76.18011127,76.09169207,75.92476263,75.81400954,75.88808385,75.7199093,76.73424987,76.42101694,76.35592363,76.56414767,77.06996179,76.94363065,77.05200653,77.25621199,77.51891848,78.26048387,77.92580193,78.50836352,78.45090354,78.87404349,75.04233435,75.02796138
Netherlands (Kingdom of the),NLD,Life expectancy at birth (years),WHOSIS_000001,78.01203729,78.21818271,78.28829662,78.52543386,79.09591855,79.34144338,79.71293798,80.12725056,80.25577925,80.54360994,80.68591395,80.95610777,80.88872584,81.11693502,81.45622695,81.28069061,81.34048104,81.52798471,81.8952079,82.33882776,81.40141308,81.12478594
Norway,NOR,Life expectancy at birth (years),WHOSIS_000001,78.53510862,78.74570455,78.85942368,79.39711298,79.81803393,80.05177352,80.28168328,80.35099102,80.49471477,80.74746239,80.86687696,80.96925391,81.23445235,81.43412297,81.82844761,81.99495023,82.11289124,82.33383151,82.44230107,82.65752051,82.83923455,82.88199872
Nepal,NPL,Life expectancy at birth (years),WHOSIS_000001,65.36598722,66.16930825,66.45258988,67.3578409,67.69735163,68.18944823,68.54567896,68.80504578,69.03486842,69.26898964,69.47191971,69.60828031,69.78951932,69.97888467,70.19243321,69.77673885,70.59248,70.84484004,71.10245577,71.36142995,70.98964531,70.04936795
New Zealand,NZL,Life expectancy at birth (years),WHOSIS_000001,78.57519182,78.46853865,78.65902491,79.05551434,79.15482107,79.93637338,79.88697688,80.04299252,80.3067588,80.56243651,80.9444522,80.74980096,81.08807722,81.36359879,81.19298738,81.31375727,81.73038595,81.16380852,81.75540508,81.81181567,82.5016081,82.20149177
Oman,OMN,Life expectancy at birth (years),WHOSIS_000001,71.65888476,72.18472491,72.45728033,72.75427676,73.14911872,73.361458,73.46705832,73.4022288,73.35031827,73.06401823,73.02000136,73.21785366,73.59906631,73.91615999,73.9416621,73.77326508,73.72044163,74.14573276,74.96470035,75.28986006,73.88668102,72.47676726
Pakistan,PAK,Life expectancy at birth (years),WHOSIS_000001,61.40857442,61.67754226,61.92897932,62.14630981,62.44387744,61.99158191,63.07149815,63.38445782,63.66141289,63.92267166,64.14819561,64.54188869,64.82124843,65.10777782,65.39254995,65.69975806,66.05197225,66.3818317,66.73689511,67.02931501,65.84948383,65.99092295
Panama,PAN,Life expectancy at birth (years),WHOSIS_000001,76.15178489,76.07140858,76.2835354,76.1866534,76.4816701,76.45196957,76.72660117,76.98645861,76.98278869,77.16899668,76.99379194,77.51683567,77.44906477,77.6523099,77.76557135,78.14484121,78.24463546,78.33177954,78.651343,78.97361247,77.34684989,77.23869904
Peru,PER,Life expectancy at birth (years),WHOSIS_000001,75.12364237,75.95904765,76.14080179,76.35423675,76.9955842,77.53672089,78.10561579,78.66735579,78.86141336,78.11832326,78.21420603,78.64438915,79.02001015,79.48260244,80.00001335,80.33747677,80.1644759,79.35847297,78.99013811,78.29293866,72.7753962,71.66727055
Philippines,PHL,Life expectancy at birth (years),WHOSIS_000001,69.97452897,69.62976888,69.42147225,69.52481782,69.2903715,69.36187224,69.22944541,69.58190674,69.54674107,69.39723001,69.68865207,69.78448284,69.54178119,69.44796065,69.80391436,69.51615532,69.24553796,69.6392585,69.67627942,69.42943033,69.6404352,66.40834182
Papua New Guinea,PNG,Life expectancy at birth (years),WHOSIS_000001,63.35685153,63.3735659,63.43343076,63.55882521,63.6270316,63.68705774,63.77212081,64.07514301,64.35307086,64.63295489,64.88774886,65.03278821,65.16940213,65.47647701,65.75249158,66.00102041,66.19035356,66.39410121,66.51753655,66.67377821,66.27049986,65.48786529
Poland,POL,Life expectancy at birth (years),WHOSIS_000001,73.69538073,74.09873292,74.45428635,74.54799786,74.76713155,74.89551806,75.11534037,75.17671647,75.43243412,75.638685,76.23355347,76.56402189,76.63330274,76.86531254,77.47281866,77.27808527,77.66853135,77.56192606,77.56054122,77.72984544,76.38788167,75.4021086
Puerto Rico,PRI,Life expectancy at birth (years),WHOSIS_000001,76.24708096,76.24165094,77.12054839,77.39170794,77.47011967,77.60317033,78.05684106,78.30688641,78.51538133,78.42308292,79.0570999,78.60025958,79.34782827,79.37939532,79.89363862,80.5149692,80.23535619,78.42817699,80.71857467,80.50288098,79.93442802,79.90294803
Democratic People's Republic of Korea,PRK,Life expectancy at birth (years),WHOSIS_000001,62.51800133,62.62928485,62.79218596,69.38323785,69.49692995,69.62778426,69.70476861,69.69220494,69.79894796,69.87200709,70.02263868,70.26241873,70.53323819,70.83607796,71.13791927,71.407681,71.62258579,71.92237066,72.10726148,72.31891378,72.37904945,72.6431485
Portugal,PRT,Life expectancy at birth (years),WHOSIS_000001,76.58820219,76.92951203,77.14647451,77.31485554,78.12094465,77.99178078,78.74114417,78.95554595,79.19526814,79.40582714,79.74021661,80.24005801,80.21024339,80.52727852,80.89996435,80.89189476,80.90466136,81.14657369,81.06316039,81.36750616,80.81837464,81.17961003
Paraguay,PRY,Life expectancy at birth (years),WHOSIS_000001,74.68296704,74.99163931,75.11313392,75.00581985,74.56424274,74.85137666,74.82171264,74.95391274,74.99888647,74.78626703,74.73073675,74.93009617,75.12046624,75.03958612,75.31468858,75.16683709,74.86420083,75.34684774,75.22367023,75.07903551,75.24817035,70.27080999
"occupied Palestinian territory, including east Jerusalem",PSE,Life expectancy at birth (years),WHOSIS_000001,69.88946674,69.33250971,68.63142308,69.63177214,69.48491624,70.5600974,69.22549809,70.80594736,68.97864967,69.43075818,72.64524424,72.78320408,73.09729954,74.20101603,74.19704282,74.56005234,74.99064876,75.45369565,75.71172174,75.83098235,75.1341365,73.49178033
Qatar,QAT,Life expectancy at birth (years),WHOSIS_000001,70.38243907,70.31526721,70.33186981,70.55987989,70.84074247,71.03950228,71.48490844,71.89910857,72.36968987,72.77133296,73.45657467,74.27799506,74.98566602,75.79521614,76.57011341,77.79140376,78.22428304,78.5144035,78.6332828,78.89595906,77.27588364,76.7101384
Romania,ROU,Life expectancy at birth (years),WHOSIS_000001,71.14174922,71.21463166,70.90278508,71.23111832,71.76511513,72.09847343,72.58593443,73.13558178,73.30477662,73.44267621,73.69918195,74.44084112,74.34204624,75.00346495,74.86061311,74.90936922,75.08359177,75.11122981,75.12257592,75.4603753,74.09623224,72.76430945
Russian Federation,RUS,Life expectancy at birth (years),WHOSIS_000001,65.15997475,65.100666,64.86108252,64.72303979,65.14346957,65.18978014,66.48842347,67.42224647,67.78990217,68.55662333,68.82506177,69.77052933,70.1880117,70.69584464,70.68556822,71.29790344,71.6156235,72.49941608,72.66311936,73.21856487,71.37748039,70.017337
Rwanda,RWA,Life expectancy at birth (years),WHOSIS_000001,46.89447249,48.33271376,50.60960504,52.47567981,54.65577616,57.02758036,59.15292023,60.82526391,62.1374836,62.96873523,64.20018842,65.04603076,65.68582887,66.2811484,66.67115526,66.96378175,67.17638437,67.42986245,67.62644841,67.75562916,68.26351399,67.54213882
Saudi Arabia,SAU,Life expectancy at birth (years),WHOSIS_000001,70.56634565,70.80307838,71.0757645,71.30662801,71.6044008,71.81634573,72.03628203,72.35473902,72.99776938,73.90009021,74.89591575,76.13164239,77.02520885,77.33139242,77.22323995,76.88889936,76.75114086,76.74293531,76.81092084,76.93147355,76.05844679,76.42921259
Sudan,SDN,Life expectancy at birth (years),WHOSIS_000001,62.48898469,62.9787096,63.22443726,63.67737719,63.6815858,64.87410418,65.28684508,65.760154,66.10814996,66.44393468,66.94489813,67.06889355,67.58268855,67.75900519,68.08985985,68.32706556,68.65126932,69.04016145,69.24813878,69.46506253,68.44077001,67.58515204
,SEAR,Life expectancy at birth (years),WHOSIS_000001,64.06863574,64.52874216,64.96527953,65.44284512,65.59142283,66.31183727,66.65395623,66.92530001,67.06696466,67.80764711,68.21992604,68.63474835,69.06374791,69.37293715,69.73314803,70.14297402,70.51674285,70.7727814,71.0517579,71.3719063,70.72011705,68.36682977
Senegal,SEN,Life expectancy at birth (years),WHOSIS_000001,58.6097114,59.28989485,59.79580137,60.79093407,61.57202557,62.36297007,63.06775371,63.89029063,64.57897818,65.11616175,65.56526204,65.97224307,66.29422396,66.58590644,66.97585439,67.3624183,67.7658388,68.11975233,68.44236378,68.76445374,68.56112195,67.79198263
Singapore,SGP,Life expectancy at birth (years),WHOSIS_000001,78.52088806,79.14204312,79.33785577,79.61117466,80.33727579,80.54232367,80.98074622,80.58124756,80.97823119,81.58275269,81.76163848,81.96030215,82.21523479,82.36588027,82.60495523,82.84921063,83.24199269,83.22151158,83.50811882,83.8984774,83.99653626,83.85708962
Solomon Islands,SLB,Life expectancy at birth (years),WHOSIS_000001,63.397598,63.45373664,63.47177399,63.54307905,63.61418491,63.69667846,63.79244472,63.76837921,64.05632367,64.16468031,64.36844431,64.51306313,64.70197152,64.84559966,64.95591891,65.15166823,65.29462393,65.4106128,65.55013712,65.67290557,65.39475136,64.79245685
Sierra Leone,SLE,Life expectancy at birth (years),WHOSIS_000001,49.78648969,50.94581314,51.28114602,51.5179057,51.79598226,52.10902537,52.49110548,52.87597512,53.55359388,54.19029086,54.97106845,55.66429433,56.36734502,57.05432525,55.83770997,56.88673236,58.75068972,59.15812369,59.8662114,60.40224239,60.52060193,61.0228635
El Salvador,SLV,Life expectancy at birth (years),WHOSIS_000001,71.64575132,71.7165175,73.27326528,73.05229991,73.29271781,73.40349475,73.70492095,74.16542856,74.41041249,74.00196009,74.56329622,74.57443118,75.27280087,74.78717919,73.8558025,72.73292352,73.58698324,73.71813956,74.65055232,74.28004903,72.06392712,71.66703998
Somalia,SOM,Life expectancy at birth (years),WHOSIS_000001,49.28203144,49.32648692,49.39676377,49.50039991,49.44567549,49.79233436,49.82524247,49.97697257,50.31128296,50.66979598,49.52620758,43.81163424,50.10797443,52.50391976,53.08816189,53.54338351,53.9446075,54.18246164,54.6726292,55.21397342,55.12925544,53.95143945
Serbia,SRB,Life expectancy at birth (years),WHOSIS_000001,71.49721977,72.28188573,72.31660412,72.44791076,72.65350507,72.78382532,73.38118952,73.57700553,73.82988623,73.97356349,74.27310939,74.54862943,74.84163486,75.22896744,75.32134955,75.27946837,75.67951218,75.57063328,75.88354818,75.91665371,74.43296608,72.80891574
South Sudan,SSD,Life expectancy at birth (years),WHOSIS_000001,51.90046634,52.94166517,53.71928707,54.40318481,55.24391875,55.89935062,56.35280945,57.0352965,57.67870573,57.82228027,58.75152485,58.95406766,59.31057362,59.03400442,59.09264997,59.27637583,59.18616055,58.88284459,58.86129412,58.99663561,58.94518456,58.57353884
Sao Tome and Principe,STP,Life expectancy at birth (years),WHOSIS_000001,63.12867264,63.93324972,64.65366231,65.23040933,65.71008672,66.27283192,66.784757,67.22798633,67.68827914,68.39802803,68.81769379,69.19904607,69.53766595,69.94836441,70.26367532,70.55687146,70.89699364,71.25615442,71.4403986,71.65568515,71.25244214,71.17810896
Suriname,SUR,Life expectancy at birth (years),WHOSIS_000001,70.55904903,70.47457078,70.41647923,70.50252643,70.80110636,71.23039924,71.692617,72.06527282,72.20581026,72.61759185,72.79506364,73.11587921,73.34638856,73.14787483,73.05386141,72.9788443,73.09259708,73.2092718,73.08581977,73.02285851,72.80157877,69.78412349
Slovakia,SVK,Life expectancy at birth (years),WHOSIS_000001,73.32287483,73.45130702,73.72313973,73.78042489,74.14711692,74.09775351,74.36445517,74.470327,74.82525921,75.21656698,75.44924081,75.93326104,76.13275335,76.47557345,76.83437639,76.59625031,77.15076737,77.09456027,77.19646571,77.61261952,76.86888148,74.50941328
Slovenia,SVN,Life expectancy at birth (years),WHOSIS_000001,76.05440169,76.22393944,76.50389555,76.34395429,77.10892927,77.44125575,78.04014469,78.21314391,78.89957706,79.05086528,79.54577335,79.84960348,79.89107651,80.1367942,80.78508516,80.46318817,80.81692358,80.7898907,80.95873943,81.28502446,80.33576726,80.41495666
Sweden,SWE,Life expectancy at birth (years),WHOSIS_000001,79.57418828,79.66920996,79.75650347,80.00643909,80.35214323,80.4243719,80.63113222,80.77300072,80.9280163,81.1481904,81.30465771,81.52274171,81.46624768,81.64075183,81.92750078,81.74239456,82.00943962,82.0845963,82.20163712,82.71414637,82.08200836,82.6649092
Eswatini,SWZ,Life expectancy at birth (years),WHOSIS_000001,46.7774174,44.97441053,43.63857902,42.59286029,41.87434793,41.77987727,42.74148839,43.59627355,44.27535626,45.04734029,46.38823095,48.07568339,49.10836702,49.97813792,50.93411451,52.11336327,53.13250876,53.80924436,54.73682091,55.74729385,55.96824586,54.59266973
Seychelles,SYC,Life expectancy at birth (years),WHOSIS_000001,72.10530836,72.22760033,72.11976114,72.02646689,72.21510064,72.35775752,72.35760551,72.47348081,72.66235739,72.84593273,73.11877031,73.29952908,73.25421096,73.28849847,73.23814592,73.16237091,73.07491735,73.0936681,73.08090426,73.12375678,77.26435364,74.01196664
Syrian Arab Republic,SYR,Life expectancy at birth (years),WHOSIS_000001,71.08679254,71.76491508,72.00814832,72.65734085,72.88238933,73.23261717,73.37955444,73.62412875,73.54815311,73.73835464,73.76180647,71.88413217,64.99959827,64.68588767,60.24065156,60.0056598,60.12484476,59.23626681,64.30375249,69.17463554,71.99813819,72.43803165
Chad,TCD,Life expectancy at birth (years),WHOSIS_000001,51.16932904,51.59248612,51.79475115,52.10728656,52.48451206,52.94619682,53.09314194,53.97297101,54.40322043,55.19430969,55.72346132,56.17787256,56.60362018,57.01481483,57.46459955,57.84629101,58.31677511,58.6099778,58.95783062,59.37353739,59.21180605,59.08581443
Togo,TGO,Life expectancy at birth (years),WHOSIS_000001,56.07824585,56.11218609,56.21544389,56.35238007,56.74808404,56.95869918,57.51444622,57.69120242,57.96842813,58.50878639,59.15723761,59.7945853,60.30947123,60.71230247,61.08981314,61.52164894,62.01053382,62.55310805,63.07923124,63.64852176,63.84914267,63.86461122
