Entity: MIC / SH.DYN.MORT
Year: 1990 | Value: 94.3003623453196
Year: 1991 | Value: 94.1492481038745
Year: 1992 | Value: 92.6769678777449
Year: 1993 | Value: 90.8593332149412
Year: 1994 | Value: 89.0951149291997
Year: 1995 | Value: 87.1320179003623
Year: 1996 | Value: 85.0729865439609
Year: 1997 | Value: 82.8349178116677
Year: 1998 | Value: 80.513843143898
Year: 1999 | Value: 78.0052125242299
Year: 2000 | Value: 75.0661045436468
Year: 2001 | Value: 72.672244417232
Year: 2002 | Value: 69.8601511649658
Year: 2003 | Value: 67.1755725658577
Year: 2004 | Value: 64.6749048748092
Year: 2005 | Value: 61.6806268893681
Year: 2006 | Value: 59.0785963137536
Year: 2007 | Value: 56.5802351177482
Year: 2008 | Value: 54.4337779270822
Year: 2009 | Value: 51.9564746737733
Year: 2010 | Value: 50.0739493508109
Year: 2011 | Value: 47.9959831158266
Year: 2012 | Value: 45.7015007425993
Year: 2013 | Value: 44.2622253168115
Year: 2014 | Value: 42.4541617366817
Year: 2015 | Value: 41.3044028315685
Year: 2016 | Value: 39.6899000263075
Year: 2017 | Value: 38.3230335975135
Year: 2018 | Value: 37.8297632140371
Year: 2019 | Value: 36.8176066941466
Year: 2020 | Value: 36.4452767570601
Year: 2021 | Value: 35.7694452985888
Year: 2022 | Value: 35.0545709221716
Year: 2023 | Value: 34.2836220751397
Remark: Middle income
Remark: Mortality rate, under-5 (per 1,000 live births)
