Entity: BDI / SH.DYN.MORT
Year: 1964 | Value: 241.5
Year: 1965 | Value: 243.5
Year: 1966 | Value: 245.4
Year: 1967 | Value: 247.3
Year: 1968 | Value: 249
Year: 1969 | Value: 250.3
Year: 1970 | Value: 251.1
Year: 1971 | Value: 251.4
Year: 1972 | Value: 318.7
Year: 1973 | Value: 251.9
Year: 1974 | Value: 251.8
Year: 1975 | Value: 251.2
Year: 1976 | Value: 249.6
Year: 1977 | Value: 246.2
Year: 1978 | Value: 240.9
Year: 1979 | Value: 233.4
Year: 1980 | Value: 224.3
Year: 1981 | Value: 214.1
Year: 1982 | Value: 203.3
Year: 1983 | Value: 192.8
Year: 1984 | Value: 183.6
Year: 1985 | Value: 176.5
Year: 1986 | Value: 171.8
Year: 1987 | Value: 169.2
Year: 1988 | Value: 168.4
Year: 1989 | Value: 168.9
Year: 1990 | Value: 169.8
Year: 1991 | Value: 171.1
Year: 1992 | Value: 172.1
Year: 1993 | Value: 195
Year: 1994 | Value: 172.2
Year: 1995 | Value: 171.2
Year: 1996 | Value: 169.5
Year: 1997 | Value: 166.7
Year: 1998 | Value: 163
Year: 1999 | Value: 158.6
Year: 2000 | Value: 153.7
Year: 2001 | Value: 148.5
Year: 2002 | Value: 143
Year: 2003 | Value: 137.3
Year: 2004 | Value: 131
Year: 2005 | Value: 124.1
Year: 2006 | Value: 116.8
Year: 2007 | Value: 109.7
Year: 2008 | Value: 102.8
Year: 2009 | Value: 96.6
Year: 2010 | Value: 90.8
Year: 2011 | Value: 85.3
Year: 2012 | Value: 80.2
Year: 2013 | Value: 75.5
Year: 2014 | Value: 71.3
Year: 2015 | Value: 67.6
Year: 2016 | Value: 64.4
Year: 2017 | Value: 61.5
Year: 2018 | Value: 59
Year: 2019 | Value: 56.7
Year: 2020 | Value: 54.6
Year: 2021 | Value: 52.6
Year: 2022 | Value: 50.8
Year: 2023 | Value: 49.2
Remark: Burundi
Remark: Mortality rate, under-5 (per 1,000 live births)
