Entity: VCT / SH.DYN.MORT
Year: 1969 | Value: 60.3
Year: 1970 | Value: 64.2
Year: 1971 | Value: 68.2
Year: 1972 | Value: 72
Year: 1973 | Value: 75.2
Year: 1974 | Value: 77.1
Year: 1975 | Value: 77
Year: 1976 | Value: 74.5
Year: 1977 | Value: 70.3
Year: 1978 | Value: 64.9
Year: 1979 | Value: 59.1
Year: 1980 | Value: 53.4
Year: 1981 | Value: 48.2
Year: 1982 | Value: 43.4
Year: 1983 | Value: 39.1
Year: 1984 | Value: 35.4
Year: 1985 | Value: 32.2
Year: 1986 | Value: 29.6
Year: 1987 | Value: 27.5
Year: 1988 | Value: 25.9
Year: 1989 | Value: 24.7
Year: 1990 | Value: 23.8
Year: 1991 | Value: 23.1
Year: 1992 | Value: 22.6
Year: 1993 | Value: 22.4
Year: 1994 | Value: 22.3
Year: 1995 | Value: 22.3
Year: 1996 | Value: 22.3
Year: 1997 | Value: 22.4
Year: 1998 | Value: 22.5
Year: 1999 | Value: 22.5
Year: 2000 | Value: 22.5
Year: 2001 | Value: 22.5
Year: 2002 | Value: 22.4
Year: 2003 | Value: 22.5
Year: 2004 | Value: 22.5
Year: 2005 | Value: 22.6
Year: 2006 | Value: 22.6
Year: 2007 | Value: 22.5
Year: 2008 | Value: 22.3
Year: 2009 | Value: 21.9
Year: 2010 | Value: 21.4
Year: 2011 | Value: 20.6
Year: 2012 | Value: 19.8
Year: 2013 | Value: 18.8
Year: 2014 | Value: 17.9
Year: 2015 | Value: 16.9
Year: 2016 | Value: 15.9
Year: 2017 | Value: 14.9
Year: 2018 | Value: 13.9
Year: 2019 | Value: 13.1
Year: 2020 | Value: 12.3
Year: 2021 | Value: 11.7
Year: 2022 | Value: 11.1
Year: 2023 | Value: 10.6
Remark: St. Vincent and the Grenadines
Remark: Mortality rate, under-5 (per 1,000 live births)
