Entity: BEN / SH.DYN.MORT
Year: 1960 | Value: 312
Year: 1961 | Value: 307.1
Year: 1962 | Value: 301.9
Year: 1963 | Value: 296.3
Year: 1964 | Value: 290.7
Year: 1965 | Value: 285.4
Year: 1966 | Value: 280
Year: 1967 | Value: 275.1
Year: 1968 | Value: 270.3
Year: 1969 | Value: 265.7
Year: 1970 | Value: 261.1
Year: 1971 | Value: 256.7
Year: 1972 | Value: 251.8
Year: 1973 | Value: 247
Year: 1974 | Value: 241.8
Year: 1975 | Value: 236.5
Year: 1976 | Value: 231.2
Year: 1977 | Value: 225.9
Year: 1978 | Value: 220.9
Year: 1979 | Value: 216.1
Year: 1980 | Value: 211.7
Year: 1981 | Value: 207.5
Year: 1982 | Value: 203.6
Year: 1983 | Value: 199.7
Year: 1984 | Value: 195.8
Year: 1985 | Value: 192
Year: 1986 | Value: 188.1
Year: 1987 | Value: 184.2
Year: 1988 | Value: 180.3
Year: 1989 | Value: 176.3
Year: 1990 | Value: 172.2
Year: 1991 | Value: 168
Year: 1992 | Value: 163.9
Year: 1993 | Value: 159.9
Year: 1994 | Value: 156.1
Year: 1995 | Value: 152.4
Year: 1996 | Value: 149
Year: 1997 | Value: 145.8
Year: 1998 | Value: 142.6
Year: 1999 | Value: 139.3
Year: 2000 | Value: 136.1
Year: 2001 | Value: 132.8
Year: 2002 | Value: 129.6
Year: 2003 | Value: 126.5
Year: 2004 | Value: 123.5
Year: 2005 | Value: 120.6
Year: 2006 | Value: 117.9
Year: 2007 | Value: 115.4
Year: 2008 | Value: 113
Year: 2009 | Value: 110.6
Year: 2010 | Value: 108.4
Year: 2011 | Value: 106.2
Year: 2012 | Value: 103.9
Year: 2013 | Value: 101.6
Year: 2014 | Value: 99.3
Year: 2015 | Value: 97.1
Year: 2016 | Value: 95
Year: 2017 | Value: 92.7
Year: 2018 | Value: 90.5
Year: 2019 | Value: 88
Year: 2020 | Value: 85.5
Year: 2021 | Value: 83.1
Year: 2022 | Value: 80.4
Year: 2023 | Value: 77.9
Remark: Benin
Remark: Mortality rate, under-5 (per 1,000 live births)
