Entity: NAM / SH.DYN.MORT
Year: 1967 | Value: 96.6
Year: 1968 | Value: 96.4
Year: 1969 | Value: 96.5
Year: 1970 | Value: 96.5
Year: 1971 | Value: 96.7
Year: 1972 | Value: 96.8
Year: 1973 | Value: 97.3
Year: 1974 | Value: 97.9
Year: 1975 | Value: 98.9
Year: 1976 | Value: 100.3
Year: 1977 | Value: 101.6
Year: 1978 | Value: 102.7
Year: 1979 | Value: 103.4
Year: 1980 | Value: 103.1
Year: 1981 | Value: 101.8
Year: 1982 | Value: 99.3
Year: 1983 | Value: 96.1
Year: 1984 | Value: 92.2
Year: 1985 | Value: 88.1
Year: 1986 | Value: 84.3
Year: 1987 | Value: 80.9
Year: 1988 | Value: 78.1
Year: 1989 | Value: 75.7
Year: 1990 | Value: 73.9
Year: 1991 | Value: 72.4
Year: 1992 | Value: 71.4
Year: 1993 | Value: 71
Year: 1994 | Value: 71.3
Year: 1995 | Value: 72.4
Year: 1996 | Value: 73.9
Year: 1997 | Value: 75.6
Year: 1998 | Value: 77
Year: 1999 | Value: 77.9
Year: 2000 | Value: 77.9
Year: 2001 | Value: 77.1
Year: 2002 | Value: 76.1
Year: 2003 | Value: 75.1
Year: 2004 | Value: 74.1
Year: 2005 | Value: 70.5
Year: 2006 | Value: 64.9
Year: 2007 | Value: 60.6
Year: 2008 | Value: 56.4
Year: 2009 | Value: 52.9
Year: 2010 | Value: 50.8
Year: 2011 | Value: 51.6
Year: 2012 | Value: 55.1
Year: 2013 | Value: 54
Year: 2014 | Value: 53.1
Year: 2015 | Value: 55
Year: 2016 | Value: 54.2
Year: 2017 | Value: 51.9
Year: 2018 | Value: 50.1
Year: 2019 | Value: 47.8
Year: 2020 | Value: 45.7
Year: 2021 | Value: 43.8
Year: 2022 | Value: 42
Year: 2023 | Value: 40.7
Remark: Namibia
Remark: Mortality rate, under-5 (per 1,000 live births)
