Entity: IDB / SH.DYN.MORT
Year: 1990 | Value: 153.971693802637
Year: 1991 | Value: 153.150982426006
Year: 1992 | Value: 152.388171175127
Year: 1993 | Value: 151.650293172956
Year: 1994 | Value: 150.568043091016
Year: 1995 | Value: 149.124099123724
Year: 1996 | Value: 147.028722106694
Year: 1997 | Value: 144.459360689812
Year: 1998 | Value: 141.477832973417
Year: 1999 | Value: 138.179780823417
Year: 2000 | Value: 134.63761489679
Year: 2001 | Value: 131.108432504087
Year: 2002 | Value: 127.107731110576
Year: 2003 | Value: 123.610545179798
Year: 2004 | Value: 120.202486165402
Year: 2005 | Value: 116.700891766804
Year: 2006 | Value: 113.246285090496
Year: 2007 | Value: 109.898686662496
Year: 2008 | Value: 106.633165495355
Year: 2009 | Value: 103.906264528104
Year: 2010 | Value: 101.385053645608
Year: 2011 | Value: 99.2417157911953
Year: 2012 | Value: 97.0798288407449
Year: 2013 | Value: 94.971311161675
Year: 2014 | Value: 93.0176558575129
Year: 2015 | Value: 91.0015533219505
Year: 2016 | Value: 89.0284317296687
Year: 2017 | Value: 86.8908530197627
Year: 2018 | Value: 84.4183971321308
Year: 2019 | Value: 82.0625248559149
Year: 2020 | Value: 79.4345414046837
Year: 2021 | Value: 77.0507361238951
Year: 2022 | Value: 74.722917964429
Year: 2023 | Value: 72.4719020408534
Remark: IDA blend
Remark: Mortality rate, under-5 (per 1,000 live births)
