Entity: CRI / SH.DYN.MORT
Year: 1960 | Value: 96.2
Year: 1961 | Value: 93.6
Year: 1962 | Value: 92.7
Year: 1963 | Value: 92.5
Year: 1964 | Value: 91.8
Year: 1965 | Value: 90.2
Year: 1966 | Value: 87.8
Year: 1967 | Value: 84.9
Year: 1968 | Value: 81.7
Year: 1969 | Value: 78.5
Year: 1970 | Value: 74.8
Year: 1971 | Value: 70.2
Year: 1972 | Value: 64.5
Year: 1973 | Value: 58.2
Year: 1974 | Value: 51.7
Year: 1975 | Value: 45.4
Year: 1976 | Value: 39.3
Year: 1977 | Value: 33.9
Year: 1978 | Value: 29.6
Year: 1979 | Value: 26.5
Year: 1980 | Value: 24.5
Year: 1981 | Value: 23.3
Year: 1982 | Value: 22.9
Year: 1983 | Value: 22.7
Year: 1984 | Value: 22.5
Year: 1985 | Value: 22
Year: 1986 | Value: 21.2
Year: 1987 | Value: 20.1
Year: 1988 | Value: 18.9
Year: 1989 | Value: 17.8
Year: 1990 | Value: 16.9
Year: 1991 | Value: 16.2
Year: 1992 | Value: 15.7
Year: 1993 | Value: 15.3
Year: 1994 | Value: 15.1
Year: 1995 | Value: 14.9
Year: 1996 | Value: 14.7
Year: 1997 | Value: 14.5
Year: 1998 | Value: 14.1
Year: 1999 | Value: 13.6
Year: 2000 | Value: 13.1
Year: 2001 | Value: 12.6
Year: 2002 | Value: 12.2
Year: 2003 | Value: 11.8
Year: 2004 | Value: 11.5
Year: 2005 | Value: 11.3
Year: 2006 | Value: 11.2
Year: 2007 | Value: 11.1
Year: 2008 | Value: 10.9
Year: 2009 | Value: 10.7
Year: 2010 | Value: 10.5
Year: 2011 | Value: 10.2
Year: 2012 | Value: 9.8
Year: 2013 | Value: 9.5
Year: 2014 | Value: 9.2
Year: 2015 | Value: 9
Year: 2016 | Value: 8.9
Year: 2017 | Value: 8.9
Year: 2018 | Value: 8.9
Year: 2019 | Value: 9.1
Year: 2020 | Value: 9.4
Year: 2021 | Value: 9.7
Year: 2022 | Value: 10.1
Year: 2023 | Value: 10.5
Remark: Costa Rica
Remark: Mortality rate, under-5 (per 1,000 live births)
