Entity: EMU / SH.DYN.MORT
Year: 1990 | Value: 9.63020899925838
Year: 1991 | Value: 9.250767304324
Year: 1992 | Value: 8.78817434664001
Year: 1993 | Value: 8.29578631846948
Year: 1994 | Value: 7.79492211948371
Year: 1995 | Value: 7.32703785757239
Year: 1996 | Value: 6.90347663547005
Year: 1997 | Value: 6.54435710765397
Year: 1998 | Value: 6.28434574459606
Year: 1999 | Value: 6.03994058525305
Year: 2000 | Value: 5.8371216938316
Year: 2001 | Value: 5.60238418982732
Year: 2002 | Value: 5.42241153907876
Year: 2003 | Value: 5.22055945179618
Year: 2004 | Value: 5.02632367598719
Year: 2005 | Value: 4.84730645111584
Year: 2006 | Value: 4.67811797184125
Year: 2007 | Value: 4.54658514652088
Year: 2008 | Value: 4.43029485118835
Year: 2009 | Value: 4.32404842630318
Year: 2010 | Value: 4.18729950473044
Year: 2011 | Value: 4.10837710345733
Year: 2012 | Value: 4.00731462233005
Year: 2013 | Value: 3.95921641290143
Year: 2014 | Value: 3.91915189923291
Year: 2015 | Value: 3.8781830373011
Year: 2016 | Value: 3.85537672880127
Year: 2017 | Value: 3.78790020455288
Year: 2018 | Value: 3.76303222771113
Year: 2019 | Value: 3.71322903523293
Year: 2020 | Value: 3.69214156602834
Year: 2021 | Value: 3.68132476092013
Year: 2022 | Value: 3.65116431990209
Year: 2023 | Value: 3.63624973445424
Remark: Euro area
Remark: Mortality rate, under-5 (per 1,000 live births)
