Entity: PRE / SH.DYN.MORT
Year: 1990 | Value: 185.594579385498
Year: 1991 | Value: 188.030816080599
Year: 1992 | Value: 186.181163762873
Year: 1993 | Value: 179.555963895883
Year: 1994 | Value: 175.492510279841
Year: 1995 | Value: 173.404254490749
Year: 1996 | Value: 170.351846760019
Year: 1997 | Value: 166.752439638897
Year: 1998 | Value: 164.907625115959
Year: 1999 | Value: 157.738094841238
Year: 2000 | Value: 152.634827794825
Year: 2001 | Value: 147.343194150044
Year: 2002 | Value: 141.7950378428
Year: 2003 | Value: 136.150344219548
Year: 2004 | Value: 131.16229590577
Year: 2005 | Value: 125.927088975753
Year: 2006 | Value: 120.306200538368
Year: 2007 | Value: 115.725664142237
Year: 2008 | Value: 111.387815357989
Year: 2009 | Value: 109.530849019998
Year: 2010 | Value: 104.335176348601
Year: 2011 | Value: 104.314671818331
Year: 2012 | Value: 98.0821090779782
Year: 2013 | Value: 94.7106965982042
Year: 2014 | Value: 93.6729922710777
Year: 2015 | Value: 91.4447975173302
Year: 2016 | Value: 89.3145785374778
Year: 2017 | Value: 87.6685256301086
Year: 2018 | Value: 83.2391487884827
Year: 2019 | Value: 81.1335736180373
Year: 2020 | Value: 77.9900139650475
Year: 2021 | Value: 76.0883671242726
Year: 2022 | Value: 76.0259889048072
Year: 2023 | Value: 71.1757086663576
Remark: Pre-demographic dividend
Remark: Mortality rate, under-5 (per 1,000 live births)
