Entity: GHA / SH.DYN.MORT
Year: 1960 | Value: 209.2
Year: 1961 | Value: 207
Year: 1962 | Value: 205.3
Year: 1963 | Value: 203.9
Year: 1964 | Value: 203.1
Year: 1965 | Value: 202.7
Year: 1966 | Value: 202.6
Year: 1967 | Value: 202.7
Year: 1968 | Value: 202.9
Year: 1969 | Value: 202.7
Year: 1970 | Value: 202.3
Year: 1971 | Value: 201.1
Year: 1972 | Value: 199
Year: 1973 | Value: 195.9
Year: 1974 | Value: 191.8
Year: 1975 | Value: 186.7
Year: 1976 | Value: 181.5
Year: 1977 | Value: 176.5
Year: 1978 | Value: 172.3
Year: 1979 | Value: 169.1
Year: 1980 | Value: 167
Year: 1981 | Value: 165.5
Year: 1982 | Value: 163.9
Year: 1983 | Value: 161.9
Year: 1984 | Value: 159
Year: 1985 | Value: 155.1
Year: 1986 | Value: 150
Year: 1987 | Value: 144.3
Year: 1988 | Value: 138.3
Year: 1989 | Value: 132.6
Year: 1990 | Value: 127.5
Year: 1991 | Value: 123.3
Year: 1992 | Value: 120.1
Year: 1993 | Value: 117.7
Year: 1994 | Value: 116
Year: 1995 | Value: 114.5
Year: 1996 | Value: 112.9
Year: 1997 | Value: 110.6
Year: 1998 | Value: 107.7
Year: 1999 | Value: 104.1
Year: 2000 | Value: 100.2
Year: 2001 | Value: 96.1
Year: 2002 | Value: 92.1
Year: 2003 | Value: 88.5
Year: 2004 | Value: 85.2
Year: 2005 | Value: 82.2
Year: 2006 | Value: 79.3
Year: 2007 | Value: 76.3
Year: 2008 | Value: 73.1
Year: 2009 | Value: 69.9
Year: 2010 | Value: 66.5
Year: 2011 | Value: 63.3
Year: 2012 | Value: 60.2
Year: 2013 | Value: 57.4
Year: 2014 | Value: 54.8
Year: 2015 | Value: 52.5
Year: 2016 | Value: 50.2
Year: 2017 | Value: 48.1
Year: 2018 | Value: 46
Year: 2019 | Value: 43.9
Year: 2020 | Value: 42
Year: 2021 | Value: 40.2
Year: 2022 | Value: 38.5
Year: 2023 | Value: 37.1
Remark: Ghana
Remark: Mortality rate, under-5 (per 1,000 live births)
