Entity: BHS / SH.DYN.MORT
Year: 1968 | Value: 29.4
Year: 1969 | Value: 29.9
Year: 1970 | Value: 30.3
Year: 1971 | Value: 30.7
Year: 1972 | Value: 31
Year: 1973 | Value: 31.3
Year: 1974 | Value: 31.4
Year: 1975 | Value: 31.3
Year: 1976 | Value: 31
Year: 1977 | Value: 30.7
Year: 1978 | Value: 30.3
Year: 1979 | Value: 29.9
Year: 1980 | Value: 29.5
Year: 1981 | Value: 29.1
Year: 1982 | Value: 28.8
Year: 1983 | Value: 28.4
Year: 1984 | Value: 28.1
Year: 1985 | Value: 27.8
Year: 1986 | Value: 27.3
Year: 1987 | Value: 26.5
Year: 1988 | Value: 25.5
Year: 1989 | Value: 24.5
Year: 1990 | Value: 23.4
Year: 1991 | Value: 22.3
Year: 1992 | Value: 21.2
Year: 1993 | Value: 20.3
Year: 1994 | Value: 19.3
Year: 1995 | Value: 18.4
Year: 1996 | Value: 17.6
Year: 1997 | Value: 16.9
Year: 1998 | Value: 16.5
Year: 1999 | Value: 16.2
Year: 2000 | Value: 16.2
Year: 2001 | Value: 16.3
Year: 2002 | Value: 16.5
Year: 2003 | Value: 16.7
Year: 2004 | Value: 16.9
Year: 2005 | Value: 16.9
Year: 2006 | Value: 16.8
Year: 2007 | Value: 16.5
Year: 2008 | Value: 16.2
Year: 2009 | Value: 15.8
Year: 2010 | Value: 15.4
Year: 2011 | Value: 15
Year: 2012 | Value: 14.7
Year: 2013 | Value: 14.4
Year: 2014 | Value: 14.2
Year: 2015 | Value: 13.9
Year: 2016 | Value: 13.8
Year: 2017 | Value: 13.6
Year: 2018 | Value: 13.5
Year: 2019 | Value: 23.5
Year: 2020 | Value: 13.3
Year: 2021 | Value: 13.1
Year: 2022 | Value: 12.9
Year: 2023 | Value: 12.7
Remark: Bahamas, The
Remark: Mortality rate, under-5 (per 1,000 live births)
