Entity: LAO / SH.DYN.MORT
Year: 1978 | Value: 217.4
Year: 1979 | Value: 211.4
Year: 1980 | Value: 205.6
Year: 1981 | Value: 200
Year: 1982 | Value: 194.7
Year: 1983 | Value: 189.4
Year: 1984 | Value: 184.4
Year: 1985 | Value: 179.5
Year: 1986 | Value: 174.4
Year: 1987 | Value: 169.4
Year: 1988 | Value: 164.3
Year: 1989 | Value: 159.3
Year: 1990 | Value: 154.1
Year: 1991 | Value: 149
Year: 1992 | Value: 143.9
Year: 1993 | Value: 138.7
Year: 1994 | Value: 133.9
Year: 1995 | Value: 129.1
Year: 1996 | Value: 124.5
Year: 1997 | Value: 120.1
Year: 1998 | Value: 115.8
Year: 1999 | Value: 111.7
Year: 2000 | Value: 107.5
Year: 2001 | Value: 103.4
Year: 2002 | Value: 99.1
Year: 2003 | Value: 94.9
Year: 2004 | Value: 90.8
Year: 2005 | Value: 86.8
Year: 2006 | Value: 82.7
Year: 2007 | Value: 78.8
Year: 2008 | Value: 75
Year: 2009 | Value: 71.4
Year: 2010 | Value: 68
Year: 2011 | Value: 64.7
Year: 2012 | Value: 61.5
Year: 2013 | Value: 58.6
Year: 2014 | Value: 55.8
Year: 2015 | Value: 53.2
Year: 2016 | Value: 50.9
Year: 2017 | Value: 48.8
Year: 2018 | Value: 46.8
Year: 2019 | Value: 45.1
Year: 2020 | Value: 43.4
Year: 2021 | Value: 41.9
Year: 2022 | Value: 40.4
Year: 2023 | Value: 39
Remark: Lao PDR
Remark: Mortality rate, under-5 (per 1,000 live births)
