Entity: BRA / SH.DYN.MORT
Year: 1960 | Value: 169.4
Year: 1961 | Value: 164.7
Year: 1962 | Value: 160.3
Year: 1963 | Value: 156.1
Year: 1964 | Value: 152.2
Year: 1965 | Value: 148.6
Year: 1966 | Value: 145.2
Year: 1967 | Value: 141.9
Year: 1968 | Value: 138.8
Year: 1969 | Value: 135.5
Year: 1970 | Value: 132.2
Year: 1971 | Value: 128.9
Year: 1972 | Value: 125.5
Year: 1973 | Value: 122.1
Year: 1974 | Value: 118.9
Year: 1975 | Value: 115.6
Year: 1976 | Value: 112.1
Year: 1977 | Value: 108.3
Year: 1978 | Value: 104.3
Year: 1979 | Value: 100.1
Year: 1980 | Value: 95.7
Year: 1981 | Value: 91.4
Year: 1982 | Value: 87.3
Year: 1983 | Value: 83.4
Year: 1984 | Value: 79.8
Year: 1985 | Value: 76.7
Year: 1986 | Value: 73.8
Year: 1987 | Value: 71.1
Year: 1988 | Value: 68.4
Year: 1989 | Value: 65.8
Year: 1990 | Value: 63.1
Year: 1991 | Value: 60.2
Year: 1992 | Value: 57.2
Year: 1993 | Value: 54.1
Year: 1994 | Value: 50.9
Year: 1995 | Value: 47.7
Year: 1996 | Value: 44.7
Year: 1997 | Value: 41.9
Year: 1998 | Value: 39.3
Year: 1999 | Value: 36.8
Year: 2000 | Value: 34.5
Year: 2001 | Value: 32.2
Year: 2002 | Value: 30.1
Year: 2003 | Value: 28.1
Year: 2004 | Value: 26.3
Year: 2005 | Value: 24.6
Year: 2006 | Value: 23.1
Year: 2007 | Value: 21.7
Year: 2008 | Value: 20.5
Year: 2009 | Value: 19.5
Year: 2010 | Value: 18.6
Year: 2011 | Value: 17.9
Year: 2012 | Value: 17.2
Year: 2013 | Value: 16.7
Year: 2014 | Value: 16.3
Year: 2015 | Value: 16
Year: 2016 | Value: 16.8
Year: 2017 | Value: 15.4
Year: 2018 | Value: 15.2
Year: 2019 | Value: 15
Year: 2020 | Value: 14.9
Year: 2021 | Value: 14.7
Year: 2022 | Value: 14.6
Year: 2023 | Value: 14.4
Remark: Brazil
Remark: Mortality rate, under-5 (per 1,000 live births)
