Entity: MMR / SH.DYN.MORT
Year: 1968 | Value: 180.2
Year: 1969 | Value: 176.9
Year: 1970 | Value: 173.5
Year: 1971 | Value: 170.3
Year: 1972 | Value: 166.8
Year: 1973 | Value: 163.4
Year: 1974 | Value: 159.9
Year: 1975 | Value: 156.2
Year: 1976 | Value: 152.7
Year: 1977 | Value: 149.2
Year: 1978 | Value: 145.8
Year: 1979 | Value: 142.6
Year: 1980 | Value: 139.6
Year: 1981 | Value: 136.7
Year: 1982 | Value: 134
Year: 1983 | Value: 131.4
Year: 1984 | Value: 129
Year: 1985 | Value: 126.7
Year: 1986 | Value: 124.5
Year: 1987 | Value: 122.2
Year: 1988 | Value: 119.9
Year: 1989 | Value: 117.6
Year: 1990 | Value: 115.1
Year: 1991 | Value: 112.5
Year: 1992 | Value: 109.9
Year: 1993 | Value: 107.2
Year: 1994 | Value: 104.6
Year: 1995 | Value: 102
Year: 1996 | Value: 99.4
Year: 1997 | Value: 96.8
Year: 1998 | Value: 94.3
Year: 1999 | Value: 91.9
Year: 2000 | Value: 89.5
Year: 2001 | Value: 87.1
Year: 2002 | Value: 84.7
Year: 2003 | Value: 82.2
Year: 2004 | Value: 79.7
Year: 2005 | Value: 77.1
Year: 2006 | Value: 74.4
Year: 2007 | Value: 71.6
Year: 2008 | Value: 101.1
Year: 2009 | Value: 66
Year: 2010 | Value: 63.2
Year: 2011 | Value: 60.5
Year: 2012 | Value: 58
Year: 2013 | Value: 55.6
Year: 2014 | Value: 53.4
Year: 2015 | Value: 51.3
Year: 2016 | Value: 49.5
Year: 2017 | Value: 47.7
Year: 2018 | Value: 46
Year: 2019 | Value: 44.4
Year: 2020 | Value: 42.9
Year: 2021 | Value: 41.4
Year: 2022 | Value: 40
Year: 2023 | Value: 38.7
Remark: Myanmar
Remark: Mortality rate, under-5 (per 1,000 live births)
