Entity: LBR / SH.DYN.MORT
Year: 1960 | Value: 312.5
Year: 1961 | Value: 313
Year: 1962 | Value: 312.7
Year: 1963 | Value: 312
Year: 1964 | Value: 310.5
Year: 1965 | Value: 308.4
Year: 1966 | Value: 305.9
Year: 1967 | Value: 302.3
Year: 1968 | Value: 297.9
Year: 1969 | Value: 292.8
Year: 1970 | Value: 287.9
Year: 1971 | Value: 283
Year: 1972 | Value: 278.2
Year: 1973 | Value: 273.6
Year: 1974 | Value: 269
Year: 1975 | Value: 264.5
Year: 1976 | Value: 260.1
Year: 1977 | Value: 256.1
Year: 1978 | Value: 252.5
Year: 1979 | Value: 249.1
Year: 1980 | Value: 245.8
Year: 1981 | Value: 243
Year: 1982 | Value: 241
Year: 1983 | Value: 240.1
Year: 1984 | Value: 240.6
Year: 1985 | Value: 242.9
Year: 1986 | Value: 246.8
Year: 1987 | Value: 251.9
Year: 1988 | Value: 257.8
Year: 1989 | Value: 263.5
Year: 1990 | Value: 267.8
Year: 1991 | Value: 269.9
Year: 1992 | Value: 269.2
Year: 1993 | Value: 265.5
Year: 1994 | Value: 259.3
Year: 1995 | Value: 250.9
Year: 1996 | Value: 241.1
Year: 1997 | Value: 230
Year: 1998 | Value: 218
Year: 1999 | Value: 205.4
Year: 2000 | Value: 192.4
Year: 2001 | Value: 179.4
Year: 2002 | Value: 166.6
Year: 2003 | Value: 154.3
Year: 2004 | Value: 143.1
Year: 2005 | Value: 133.2
Year: 2006 | Value: 124.8
Year: 2007 | Value: 118
Year: 2008 | Value: 112.6
Year: 2009 | Value: 108.1
Year: 2010 | Value: 104.4
Year: 2011 | Value: 101.1
Year: 2012 | Value: 98.2
Year: 2013 | Value: 95.4
Year: 2014 | Value: 95
Year: 2015 | Value: 90.8
Year: 2016 | Value: 88.3
Year: 2017 | Value: 86
Year: 2018 | Value: 84
Year: 2019 | Value: 81.9
Year: 2020 | Value: 79.7
Year: 2021 | Value: 77.4
Year: 2022 | Value: 75.1
Year: 2023 | Value: 72.9
Remark: Liberia
Remark: Mortality rate, under-5 (per 1,000 live births)
