Entity: HND / SH.DYN.MORT
Year: 1960 | Value: 206.9
Year: 1961 | Value: 200.2
Year: 1962 | Value: 193.7
Year: 1963 | Value: 187.4
Year: 1964 | Value: 181.2
Year: 1965 | Value: 175.1
Year: 1966 | Value: 169.1
Year: 1967 | Value: 163.1
Year: 1968 | Value: 157.4
Year: 1969 | Value: 151.6
Year: 1970 | Value: 145.9
Year: 1971 | Value: 140.4
Year: 1972 | Value: 134.9
Year: 1973 | Value: 129.4
Year: 1974 | Value: 149.1
Year: 1975 | Value: 119
Year: 1976 | Value: 113.9
Year: 1977 | Value: 108.9
Year: 1978 | Value: 104.1
Year: 1979 | Value: 99.4
Year: 1980 | Value: 94.8
Year: 1981 | Value: 90.5
Year: 1982 | Value: 86.2
Year: 1983 | Value: 82
Year: 1984 | Value: 78.1
Year: 1985 | Value: 74.3
Year: 1986 | Value: 70.7
Year: 1987 | Value: 67.3
Year: 1988 | Value: 64
Year: 1989 | Value: 61
Year: 1990 | Value: 58.1
Year: 1991 | Value: 55.4
Year: 1992 | Value: 52.9
Year: 1993 | Value: 50.6
Year: 1994 | Value: 48.4
Year: 1995 | Value: 46.4
Year: 1996 | Value: 44.4
Year: 1997 | Value: 42.5
Year: 1998 | Value: 64.9
Year: 1999 | Value: 39
Year: 2000 | Value: 37.3
Year: 2001 | Value: 35.7
Year: 2002 | Value: 34.1
Year: 2003 | Value: 32.6
Year: 2004 | Value: 31.1
Year: 2005 | Value: 29.8
Year: 2006 | Value: 28.6
Year: 2007 | Value: 27.5
Year: 2008 | Value: 26.5
Year: 2009 | Value: 25.5
Year: 2010 | Value: 24.6
Year: 2011 | Value: 23.7
Year: 2012 | Value: 22.8
Year: 2013 | Value: 22
Year: 2014 | Value: 21.2
Year: 2015 | Value: 20.5
Year: 2016 | Value: 19.8
Year: 2017 | Value: 19.1
Year: 2018 | Value: 18.4
Year: 2019 | Value: 17.8
Year: 2020 | Value: 17.2
Year: 2021 | Value: 16.6
Year: 2022 | Value: 16
Year: 2023 | Value: 15.5
Remark: Honduras
Remark: Mortality rate, under-5 (per 1,000 live births)
