Entity: EAP / SH.DYN.MORT
Year: 1990 | Value: 59.1479764026826
Year: 1991 | Value: 58.5798963670917
Year: 1992 | Value: 57.1969734697413
Year: 1993 | Value: 55.5148971025277
Year: 1994 | Value: 53.7676528516008
Year: 1995 | Value: 52.8010269324307
Year: 1996 | Value: 50.8938507184555
Year: 1997 | Value: 48.8949204050164
Year: 1998 | Value: 46.8488702649361
Year: 1999 | Value: 44.7012859913201
Year: 2000 | Value: 42.1700241934069
Year: 2001 | Value: 40.107060905198
Year: 2002 | Value: 37.768369973996
Year: 2003 | Value: 34.6941019703204
Year: 2004 | Value: 33.4772071006669
Year: 2005 | Value: 30.4770595356942
Year: 2006 | Value: 28.6214161460289
Year: 2007 | Value: 26.9672356787384
Year: 2008 | Value: 26.3692133432797
Year: 2009 | Value: 23.9545321340851
Year: 2010 | Value: 22.7548891028588
Year: 2011 | Value: 21.6273101413136
Year: 2012 | Value: 20.2500809485946
Year: 2013 | Value: 19.4101698585962
Year: 2014 | Value: 18.3190484789661
Year: 2015 | Value: 17.7645924769712
Year: 2016 | Value: 16.7641746379928
Year: 2017 | Value: 15.9838572602965
Year: 2018 | Value: 16.0082966794954
Year: 2019 | Value: 15.5441445749308
Year: 2020 | Value: 15.8188837466507
Year: 2021 | Value: 15.7174293855996
Year: 2022 | Value: 15.6090830096652
Year: 2023 | Value: 15.3215491186643
Remark: East Asia & Pacific (excluding high income)
Remark: Mortality rate, under-5 (per 1,000 live births)
