Entity: KNA / SH.DYN.MORT
Year: 1973 | Value: 61.6
Year: 1974 | Value: 60.3
Year: 1975 | Value: 59.1
Year: 1976 | Value: 57.8
Year: 1977 | Value: 56.4
Year: 1978 | Value: 54.8
Year: 1979 | Value: 52.9
Year: 1980 | Value: 50.6
Year: 1981 | Value: 48.1
Year: 1982 | Value: 45.3
Year: 1983 | Value: 42.6
Year: 1984 | Value: 40
Year: 1985 | Value: 37.6
Year: 1986 | Value: 35.6
Year: 1987 | Value: 33.9
Year: 1988 | Value: 32.4
Year: 1989 | Value: 31.2
Year: 1990 | Value: 30.3
Year: 1991 | Value: 29.6
Year: 1992 | Value: 29
Year: 1993 | Value: 28.5
Year: 1994 | Value: 28
Year: 1995 | Value: 27.6
Year: 1996 | Value: 27
Year: 1997 | Value: 26.4
Year: 1998 | Value: 25.6
Year: 1999 | Value: 24.8
Year: 2000 | Value: 23.9
Year: 2001 | Value: 22.9
Year: 2002 | Value: 22
Year: 2003 | Value: 21.1
Year: 2004 | Value: 20.3
Year: 2005 | Value: 19.7
Year: 2006 | Value: 19.2
Year: 2007 | Value: 18.9
Year: 2008 | Value: 18.8
Year: 2009 | Value: 18.7
Year: 2010 | Value: 18.8
Year: 2011 | Value: 18.9
Year: 2012 | Value: 19.1
Year: 2013 | Value: 19.3
Year: 2014 | Value: 19.5
Year: 2015 | Value: 19.4
Year: 2016 | Value: 19.3
Year: 2017 | Value: 19
Year: 2018 | Value: 18.6
Year: 2019 | Value: 18.2
Year: 2020 | Value: 17.7
Year: 2021 | Value: 17.2
Year: 2022 | Value: 16.8
Year: 2023 | Value: 16.3
Remark: St. Kitts and Nevis
Remark: Mortality rate, under-5 (per 1,000 live births)
