Entity: ZWE / SH.DYN.MORT
Year: 1960 | Value: 151.8
Year: 1961 | Value: 147.7
Year: 1962 | Value: 143.7
Year: 1963 | Value: 139.5
Year: 1964 | Value: 135.2
Year: 1965 | Value: 131.1
Year: 1966 | Value: 127.2
Year: 1967 | Value: 123.7
Year: 1968 | Value: 120.7
Year: 1969 | Value: 118.1
Year: 1970 | Value: 116.5
Year: 1971 | Value: 115.3
Year: 1972 | Value: 114.6
Year: 1973 | Value: 114.2
Year: 1974 | Value: 114.1
Year: 1975 | Value: 114.4
Year: 1976 | Value: 114.7
Year: 1977 | Value: 115
Year: 1978 | Value: 114.7
Year: 1979 | Value: 113.4
Year: 1980 | Value: 111
Year: 1981 | Value: 106.8
Year: 1982 | Value: 101.2
Year: 1983 | Value: 95
Year: 1984 | Value: 88.7
Year: 1985 | Value: 83.1
Year: 1986 | Value: 78.6
Year: 1987 | Value: 76.1
Year: 1988 | Value: 75.5
Year: 1989 | Value: 76.9
Year: 1990 | Value: 79.7
Year: 1991 | Value: 83.3
Year: 1992 | Value: 87.3
Year: 1993 | Value: 91.6
Year: 1994 | Value: 95.2
Year: 1995 | Value: 98.3
Year: 1996 | Value: 100.2
Year: 1997 | Value: 100.8
Year: 1998 | Value: 100.4
Year: 1999 | Value: 99.2
Year: 2000 | Value: 98.3
Year: 2001 | Value: 97.9
Year: 2002 | Value: 84.8
Year: 2003 | Value: 88.5
Year: 2004 | Value: 91.7
Year: 2005 | Value: 92.3
Year: 2006 | Value: 94
Year: 2007 | Value: 94.7
Year: 2008 | Value: 93.4
Year: 2009 | Value: 90.3
Year: 2010 | Value: 85
Year: 2011 | Value: 78.8
Year: 2012 | Value: 71.4
Year: 2013 | Value: 65.5
Year: 2014 | Value: 61.8
Year: 2015 | Value: 59.8
Year: 2016 | Value: 56.9
Year: 2017 | Value: 55
Year: 2018 | Value: 52.3
Year: 2019 | Value: 51.1
Year: 2020 | Value: 50.1
Year: 2021 | Value: 47.6
Year: 2022 | Value: 46
Year: 2023 | Value: 44.2
Remark: Zimbabwe
Remark: Mortality rate, under-5 (per 1,000 live births)
