Entity: IBT / SH.DYN.MORT
Year: 1990 | Value: 101.57119346278
Year: 1991 | Value: 102.444549806866
Year: 1992 | Value: 101.40879636334
Year: 1993 | Value: 99.2042221048222
Year: 1994 | Value: 97.7427277921124
Year: 1995 | Value: 95.522527011005
Year: 1996 | Value: 93.5652135019193
Year: 1997 | Value: 91.3845650857835
Year: 1998 | Value: 89.4436559827022
Year: 1999 | Value: 86.3788670946306
Year: 2000 | Value: 83.2290965604864
Year: 2001 | Value: 80.5944952396156
Year: 2002 | Value: 77.5624589487603
Year: 2003 | Value: 74.6255933197784
Year: 2004 | Value: 71.9539378114862
Year: 2005 | Value: 68.8181422718235
Year: 2006 | Value: 65.8531874856374
Year: 2007 | Value: 63.060179309257
Year: 2008 | Value: 60.5854455556797
Year: 2009 | Value: 58.4901827011642
Year: 2010 | Value: 56.1070231820617
Year: 2011 | Value: 54.7386248078599
Year: 2012 | Value: 51.604195579376
Year: 2013 | Value: 49.9504148311623
Year: 2014 | Value: 48.4806054314103
Year: 2015 | Value: 47.3196288645832
Year: 2016 | Value: 45.7388652587735
Year: 2017 | Value: 44.6310058952325
Year: 2018 | Value: 43.6088041519624
Year: 2019 | Value: 42.6769946929825
Year: 2020 | Value: 42.0617772545654
Year: 2021 | Value: 41.4434804618716
Year: 2022 | Value: 41.3276544381571
Year: 2023 | Value: 39.6437540607825
Remark: IDA & IBRD total
Remark: Mortality rate, under-5 (per 1,000 live births)
