Entity: HPC / SH.DYN.MORT
Year: 1990 | Value: 180.948393658464
Year: 1991 | Value: 183.472105406707
Year: 1992 | Value: 180.59208585572
Year: 1993 | Value: 172.565111756206
Year: 1994 | Value: 172.247283105671
Year: 1995 | Value: 165.414342301162
Year: 1996 | Value: 161.857549117432
Year: 1997 | Value: 158.099821290606
Year: 1998 | Value: 154.145982385121
Year: 1999 | Value: 149.11166642975
Year: 2000 | Value: 143.728732504547
Year: 2001 | Value: 138.139769627909
Year: 2002 | Value: 132.359754868608
Year: 2003 | Value: 126.594291508693
Year: 2004 | Value: 121.643512915711
Year: 2005 | Value: 116.338089159486
Year: 2006 | Value: 110.637137059428
Year: 2007 | Value: 105.925798726819
Year: 2008 | Value: 101.502147465912
Year: 2009 | Value: 100.075561760659
Year: 2010 | Value: 95.0299763039765
Year: 2011 | Value: 94.858525363915
Year: 2012 | Value: 87.6126471181918
Year: 2013 | Value: 83.7564752958839
Year: 2014 | Value: 81.3111796950039
Year: 2015 | Value: 78.1246800876422
Year: 2016 | Value: 75.5266271769301
Year: 2017 | Value: 74.0869594915978
Year: 2018 | Value: 71.1796677309067
Year: 2019 | Value: 69.6321577323101
Year: 2020 | Value: 66.6593441456134
Year: 2021 | Value: 65.0250783507001
Year: 2022 | Value: 65.6539443164758
Year: 2023 | Value: 60.6306358101462
Remark: Heavily indebted poor countries (HIPC)
Remark: Mortality rate, under-5 (per 1,000 live births)
