Entity: TON / SH.DYN.MORT
Year: 1963 | Value: 78.3
Year: 1964 | Value: 73.5
Year: 1965 | Value: 68.9
Year: 1966 | Value: 64.5
Year: 1967 | Value: 60.3
Year: 1968 | Value: 56.3
Year: 1969 | Value: 52.5
Year: 1970 | Value: 49.1
Year: 1971 | Value: 46.1
Year: 1972 | Value: 43.5
Year: 1973 | Value: 41.1
Year: 1974 | Value: 39
Year: 1975 | Value: 37.1
Year: 1976 | Value: 35.3
Year: 1977 | Value: 33.7
Year: 1978 | Value: 32.2
Year: 1979 | Value: 30.9
Year: 1980 | Value: 29.7
Year: 1981 | Value: 28.7
Year: 1982 | Value: 27.8
Year: 1983 | Value: 27
Year: 1984 | Value: 26.3
Year: 1985 | Value: 25.7
Year: 1986 | Value: 25.1
Year: 1987 | Value: 24.4
Year: 1988 | Value: 23.7
Year: 1989 | Value: 22.9
Year: 1990 | Value: 22.1
Year: 1991 | Value: 21.4
Year: 1992 | Value: 20.6
Year: 1993 | Value: 20
Year: 1994 | Value: 19.4
Year: 1995 | Value: 18.9
Year: 1996 | Value: 18.5
Year: 1997 | Value: 18.1
Year: 1998 | Value: 17.8
Year: 1999 | Value: 17.4
Year: 2000 | Value: 17
Year: 2001 | Value: 16.5
Year: 2002 | Value: 16.1
Year: 2003 | Value: 15.6
Year: 2004 | Value: 15.2
Year: 2005 | Value: 14.8
Year: 2006 | Value: 14.4
Year: 2007 | Value: 14.1
Year: 2008 | Value: 13.7
Year: 2009 | Value: 13.4
Year: 2010 | Value: 13.1
Year: 2011 | Value: 12.9
Year: 2012 | Value: 12.6
Year: 2013 | Value: 12.4
Year: 2014 | Value: 12.2
Year: 2015 | Value: 11.9
Year: 2016 | Value: 11.7
Year: 2017 | Value: 11.5
Year: 2018 | Value: 11.2
Year: 2019 | Value: 11
Year: 2020 | Value: 10.8
Year: 2021 | Value: 10.5
Year: 2022 | Value: 10.2
Year: 2023 | Value: 9.9
Remark: Tonga
Remark: Mortality rate, under-5 (per 1,000 live births)
