Entity: PST / SH.DYN.MORT
Year: 1990 | Value: 10.8131956749554
Year: 1991 | Value: 10.4249956189727
Year: 1992 | Value: 10.1992155674079
Year: 1993 | Value: 9.71115566586062
Year: 1994 | Value: 9.12597395716046
Year: 1995 | Value: 8.76229069754908
Year: 1996 | Value: 8.38029082433143
Year: 1997 | Value: 8.02839983823921
Year: 1998 | Value: 7.76150824459078
Year: 1999 | Value: 7.51920109088299
Year: 2000 | Value: 7.27398743333732
Year: 2001 | Value: 7.0709551475255
Year: 2002 | Value: 6.90442251418834
Year: 2003 | Value: 6.75510779986575
Year: 2004 | Value: 6.6214669374443
Year: 2005 | Value: 6.46866845764791
Year: 2006 | Value: 6.33313466999047
Year: 2007 | Value: 6.16154322798946
Year: 2008 | Value: 6.02082319291113
Year: 2009 | Value: 5.89085806326229
Year: 2010 | Value: 5.68055758930913
Year: 2011 | Value: 5.57376583964722
Year: 2012 | Value: 5.41171721691142
Year: 2013 | Value: 5.30921875683994
Year: 2014 | Value: 5.21045925875224
Year: 2015 | Value: 5.15106480420738
Year: 2016 | Value: 5.06113974228934
Year: 2017 | Value: 4.9743595835581
Year: 2018 | Value: 4.90619663886243
Year: 2019 | Value: 4.88177043514966
Year: 2020 | Value: 4.84978909831033
Year: 2021 | Value: 4.82822307605557
Year: 2022 | Value: 4.84399746031164
Year: 2023 | Value: 4.83396559578023
Remark: Post-demographic dividend
Remark: Mortality rate, under-5 (per 1,000 live births)
