Entity: TEA / SH.DYN.MORT
Year: 1990 | Value: 59.3452935355259
Year: 1991 | Value: 58.7912727975568
Year: 1992 | Value: 57.3934479426426
Year: 1993 | Value: 55.6917411902066
Year: 1994 | Value: 53.9292606060309
Year: 1995 | Value: 51.990607981995
Year: 1996 | Value: 50.062517353628
Year: 1997 | Value: 48.0564418321508
Year: 1998 | Value: 45.9983304582348
Year: 1999 | Value: 43.8484091870545
Year: 2000 | Value: 41.3497009217094
Year: 2001 | Value: 39.2731720291994
Year: 2002 | Value: 36.9502088133932
Year: 2003 | Value: 34.6965659297457
Year: 2004 | Value: 33.4730824280959
Year: 2005 | Value: 30.4433956540153
Year: 2006 | Value: 28.5715940773908
Year: 2007 | Value: 26.9039422032942
Year: 2008 | Value: 26.3157478193604
Year: 2009 | Value: 23.887921107915
Year: 2010 | Value: 22.6895130806467
Year: 2011 | Value: 21.5660335261795
Year: 2012 | Value: 20.19246245915
Year: 2013 | Value: 19.3584297572702
Year: 2014 | Value: 18.2720054187699
Year: 2015 | Value: 17.7225875386618
Year: 2016 | Value: 16.720319048011
Year: 2017 | Value: 15.9476192040995
Year: 2018 | Value: 15.977098169236
Year: 2019 | Value: 15.5149636388276
Year: 2020 | Value: 15.7946133586327
Year: 2021 | Value: 15.6897885817282
Year: 2022 | Value: 15.5730696733702
Year: 2023 | Value: 15.2744885122753
Remark: East Asia & Pacific (IDA & IBRD countries)
Remark: Mortality rate, under-5 (per 1,000 live births)
