Entity: TCA / SH.DYN.MORT
Year: 1960 | Value: 138.1
Year: 1961 | Value: 129
Year: 1962 | Value: 120.3
Year: 1963 | Value: 112.4
Year: 1964 | Value: 104.9
Year: 1965 | Value: 97.9
Year: 1966 | Value: 91.4
Year: 1967 | Value: 85.2
Year: 1968 | Value: 79.7
Year: 1969 | Value: 74.5
Year: 1970 | Value: 69.6
Year: 1971 | Value: 65
Year: 1972 | Value: 60.7
Year: 1973 | Value: 56.7
Year: 1974 | Value: 53
Year: 1975 | Value: 49.5
Year: 1976 | Value: 46.2
Year: 1977 | Value: 43.2
Year: 1978 | Value: 40.5
Year: 1979 | Value: 37.9
Year: 1980 | Value: 35.4
Year: 1981 | Value: 33.1
Year: 1982 | Value: 31
Year: 1983 | Value: 29
Year: 1984 | Value: 27.2
Year: 1985 | Value: 25.5
Year: 1986 | Value: 23.9
Year: 1987 | Value: 22.5
Year: 1988 | Value: 21.1
Year: 1989 | Value: 19.8
Year: 1990 | Value: 18.6
Year: 1991 | Value: 17.5
Year: 1992 | Value: 16.5
Year: 1993 | Value: 15.5
Year: 1994 | Value: 14.6
Year: 1995 | Value: 13.8
Year: 1996 | Value: 13.1
Year: 1997 | Value: 12.4
Year: 1998 | Value: 11.8
Year: 1999 | Value: 11.2
Year: 2000 | Value: 10.7
Year: 2001 | Value: 10.2
Year: 2002 | Value: 9.7
Year: 2003 | Value: 9.3
Year: 2004 | Value: 9
Year: 2005 | Value: 8.7
Year: 2006 | Value: 8.4
Year: 2007 | Value: 8.1
Year: 2008 | Value: 7.9
Year: 2009 | Value: 7.7
Year: 2010 | Value: 7.5
Year: 2011 | Value: 7.4
Year: 2012 | Value: 7.2
Year: 2013 | Value: 7.1
Year: 2014 | Value: 6.9
Year: 2015 | Value: 6.8
Year: 2016 | Value: 6.7
Year: 2017 | Value: 6.6
Year: 2018 | Value: 6.4
Year: 2019 | Value: 6.3
Year: 2020 | Value: 6.1
Year: 2021 | Value: 6
Year: 2022 | Value: 5.8
Year: 2023 | Value: 5.6
Remark: Turks and Caicos Islands
Remark: Mortality rate, under-5 (per 1,000 live births)
