Entity: TLS / SH.DYN.MORT
Year: 1985 | Value: 270.6
Year: 1986 | Value: 262.8
Year: 1987 | Value: 243.7
Year: 1988 | Value: 240.9
Year: 1989 | Value: 229.6
Year: 1990 | Value: 225.4
Year: 1991 | Value: 221.6
Year: 1992 | Value: 210.5
Year: 1993 | Value: 199.9
Year: 1994 | Value: 192.2
Year: 1995 | Value: 193.4
Year: 1996 | Value: 185.2
Year: 1997 | Value: 177.4
Year: 1998 | Value: 180.2
Year: 1999 | Value: 193.8
Year: 2000 | Value: 110.5
Year: 2001 | Value: 105.5
Year: 2002 | Value: 100.7
Year: 2003 | Value: 96.1
Year: 2004 | Value: 91.7
Year: 2005 | Value: 87.5
Year: 2006 | Value: 83.6
Year: 2007 | Value: 80.1
Year: 2008 | Value: 76.8
Year: 2009 | Value: 73.8
Year: 2010 | Value: 71.1
Year: 2011 | Value: 68.6
Year: 2012 | Value: 66.3
Year: 2013 | Value: 64.2
Year: 2014 | Value: 62.3
Year: 2015 | Value: 60.6
Year: 2016 | Value: 59.1
Year: 2017 | Value: 57.8
Year: 2018 | Value: 56.6
Year: 2019 | Value: 55.5
Year: 2020 | Value: 54.2
Year: 2021 | Value: 52.8
Year: 2022 | Value: 51.4
Year: 2023 | Value: 50
Remark: Timor-Leste
Remark: Mortality rate, under-5 (per 1,000 live births)
