Entity: CSS / SH.DYN.MORT
Year: 1990 | Value: 38.7054729081232
Year: 1991 | Value: 37.6857421548409
Year: 1992 | Value: 36.6049663915692
Year: 1993 | Value: 35.7602385685885
Year: 1994 | Value: 34.9499088188535
Year: 1995 | Value: 34.1556169844226
Year: 1996 | Value: 33.3978424479639
Year: 1997 | Value: 32.6231307640628
Year: 1998 | Value: 31.9807095095195
Year: 1999 | Value: 31.0986743299806
Year: 2000 | Value: 30.2985157699443
Year: 2001 | Value: 29.509174300173
Year: 2002 | Value: 28.8314909129193
Year: 2003 | Value: 28.1397541644277
Year: 2004 | Value: 27.5674932445342
Year: 2005 | Value: 27.0261905414292
Year: 2006 | Value: 26.5733944702984
Year: 2007 | Value: 26.065766785802
Year: 2008 | Value: 25.6092857240167
Year: 2009 | Value: 25.1358555143449
Year: 2010 | Value: 24.7530973328907
Year: 2011 | Value: 24.3176771680924
Year: 2012 | Value: 23.8657001404592
Year: 2013 | Value: 23.4334927364982
Year: 2014 | Value: 22.9417671074449
Year: 2015 | Value: 22.44548307649
Year: 2016 | Value: 21.9639091634829
Year: 2017 | Value: 21.4202478142551
Year: 2018 | Value: 20.9095700557876
Year: 2019 | Value: 21.2262180267966
Year: 2020 | Value: 20.0355771372566
Year: 2021 | Value: 19.5769586996988
Year: 2022 | Value: 19.0191508376503
Year: 2023 | Value: 18.4313958447572
Remark: Caribbean small states
Remark: Mortality rate, under-5 (per 1,000 live births)
