Entity: PAK / SH.DYN.MORT
Year: 1960 | Value: 250.1
Year: 1961 | Value: 241.2
Year: 1962 | Value: 232.9
Year: 1963 | Value: 225.2
Year: 1964 | Value: 218.1
Year: 1965 | Value: 211.8
Year: 1966 | Value: 206.3
Year: 1967 | Value: 201.5
Year: 1968 | Value: 197.4
Year: 1969 | Value: 193.6
Year: 1970 | Value: 190.2
Year: 1971 | Value: 187
Year: 1972 | Value: 183.9
Year: 1973 | Value: 181.1
Year: 1974 | Value: 178.4
Year: 1975 | Value: 175.9
Year: 1976 | Value: 173.5
Year: 1977 | Value: 171.3
Year: 1978 | Value: 169.1
Year: 1979 | Value: 167
Year: 1980 | Value: 164.9
Year: 1981 | Value: 162.7
Year: 1982 | Value: 160.5
Year: 1983 | Value: 158.1
Year: 1984 | Value: 155.6
Year: 1985 | Value: 153
Year: 1986 | Value: 150.4
Year: 1987 | Value: 147.7
Year: 1988 | Value: 145.1
Year: 1989 | Value: 142.4
Year: 1990 | Value: 139.8
Year: 1991 | Value: 137.1
Year: 1992 | Value: 134.2
Year: 1993 | Value: 131.1
Year: 1994 | Value: 128
Year: 1995 | Value: 124.7
Year: 1996 | Value: 121.2
Year: 1997 | Value: 117.8
Year: 1998 | Value: 114.5
Year: 1999 | Value: 111.2
Year: 2000 | Value: 108.1
Year: 2001 | Value: 105.3
Year: 2002 | Value: 102.8
Year: 2003 | Value: 100.5
Year: 2004 | Value: 98.5
Year: 2005 | Value: 96.5
Year: 2006 | Value: 94.7
Year: 2007 | Value: 92.9
Year: 2008 | Value: 91
Year: 2009 | Value: 89.1
Year: 2010 | Value: 87.1
Year: 2011 | Value: 84.9
Year: 2012 | Value: 82.7
Year: 2013 | Value: 80.4
Year: 2014 | Value: 78
Year: 2015 | Value: 75.6
Year: 2016 | Value: 73.3
Year: 2017 | Value: 71
Year: 2018 | Value: 68.8
Year: 2019 | Value: 66.7
Year: 2020 | Value: 64.6
Year: 2021 | Value: 62.5
Year: 2022 | Value: 60.5
Year: 2023 | Value: 58.5
Remark: Pakistan
Remark: Mortality rate, under-5 (per 1,000 live births)
