Entity: AFE / SH.DYN.MORT
Year: 1990 | Value: 166.007057510392
Year: 1991 | Value: 170.996447156052
Year: 1992 | Value: 170.236634624963
Year: 1993 | Value: 162.223584245923
Year: 1994 | Value: 162.495150153186
Year: 1995 | Value: 156.295820944702
Year: 1996 | Value: 153.48902900154
Year: 1997 | Value: 150.423176735311
Year: 1998 | Value: 149.910228348787
Year: 1999 | Value: 141.589705348872
Year: 2000 | Value: 136.670373865438
Year: 2001 | Value: 131.34246895388
Year: 2002 | Value: 125.45035255452
Year: 2003 | Value: 119.924103058101
Year: 2004 | Value: 115.2940473299
Year: 2005 | Value: 109.932128047785
Year: 2006 | Value: 103.889136904351
Year: 2007 | Value: 98.8359909874724
Year: 2008 | Value: 93.769255659709
Year: 2009 | Value: 89.1969130741823
Year: 2010 | Value: 85.9415134696025
Year: 2011 | Value: 87.3579037764883
Year: 2012 | Value: 78.9054217634591
Year: 2013 | Value: 74.7071109466787
Year: 2014 | Value: 73.5860883176291
Year: 2015 | Value: 71.8244382347921
Year: 2016 | Value: 69.6722063696027
Year: 2017 | Value: 68.2390218853462
Year: 2018 | Value: 63.3576972065096
Year: 2019 | Value: 60.6580783301841
Year: 2020 | Value: 58.9116528725575
Year: 2021 | Value: 57.1405061822291
Year: 2022 | Value: 56.6449066839014
Year: 2023 | Value: 53.8062516481712
Remark: Africa Eastern and Southern
Remark: Mortality rate, under-5 (per 1,000 live births)
