Entity: LVA / SH.DYN.MORT
Year: 1979 | Value: 20.8
Year: 1980 | Value: 20.7
Year: 1981 | Value: 20.6
Year: 1982 | Value: 20.3
Year: 1983 | Value: 19.6
Year: 1984 | Value: 18.7
Year: 1985 | Value: 17.5
Year: 1986 | Value: 16.4
Year: 1987 | Value: 15.5
Year: 1988 | Value: 15.3
Year: 1989 | Value: 15.8
Year: 1990 | Value: 17
Year: 1991 | Value: 18.3
Year: 1992 | Value: 19.3
Year: 1993 | Value: 19.9
Year: 1994 | Value: 20
Year: 1995 | Value: 19.8
Year: 1996 | Value: 19
Year: 1997 | Value: 17.9
Year: 1998 | Value: 16.7
Year: 1999 | Value: 15.4
Year: 2000 | Value: 14.2
Year: 2001 | Value: 13.3
Year: 2002 | Value: 12.6
Year: 2003 | Value: 11.9
Year: 2004 | Value: 11.2
Year: 2005 | Value: 10.5
Year: 2006 | Value: 9.9
Year: 2007 | Value: 9.3
Year: 2008 | Value: 8.8
Year: 2009 | Value: 8.3
Year: 2010 | Value: 7.8
Year: 2011 | Value: 7.2
Year: 2012 | Value: 6.6
Year: 2013 | Value: 6
Year: 2014 | Value: 5.5
Year: 2015 | Value: 5.1
Year: 2016 | Value: 4.7
Year: 2017 | Value: 4.5
Year: 2018 | Value: 4.2
Year: 2019 | Value: 4
Year: 2020 | Value: 3.7
Year: 2021 | Value: 3.5
Year: 2022 | Value: 3.2
Year: 2023 | Value: 3
Remark: Latvia
Remark: Mortality rate, under-5 (per 1,000 live births)
