Entity: SDN / SH.DYN.MORT
Year: 1960 | Value: 177.8
Year: 1961 | Value: 175
Year: 1962 | Value: 172.4
Year: 1963 | Value: 169.8
Year: 1964 | Value: 167.4
Year: 1965 | Value: 165.2
Year: 1966 | Value: 163.3
Year: 1967 | Value: 161.6
Year: 1968 | Value: 160.2
Year: 1969 | Value: 159
Year: 1970 | Value: 158
Year: 1971 | Value: 157
Year: 1972 | Value: 156.1
Year: 1973 | Value: 155.2
Year: 1974 | Value: 154.2
Year: 1975 | Value: 153.1
Year: 1976 | Value: 152
Year: 1977 | Value: 150.9
Year: 1978 | Value: 149.7
Year: 1979 | Value: 148.6
Year: 1980 | Value: 147.5
Year: 1981 | Value: 146.4
Year: 1982 | Value: 145.4
Year: 1983 | Value: 182.2
Year: 1984 | Value: 180.2
Year: 1985 | Value: 178.3
Year: 1986 | Value: 140.1
Year: 1987 | Value: 138.3
Year: 1988 | Value: 136.2
Year: 1989 | Value: 134.1
Year: 1990 | Value: 131.8
Year: 1991 | Value: 129.5
Year: 1992 | Value: 127.1
Year: 1993 | Value: 124.6
Year: 1994 | Value: 122
Year: 1995 | Value: 119.3
Year: 1996 | Value: 116.4
Year: 1997 | Value: 113.4
Year: 1998 | Value: 110.2
Year: 1999 | Value: 106.9
Year: 2000 | Value: 103.4
Year: 2001 | Value: 99.9
Year: 2002 | Value: 96.5
Year: 2003 | Value: 93.1
Year: 2004 | Value: 102.6
Year: 2005 | Value: 100.1
Year: 2006 | Value: 84
Year: 2007 | Value: 81.3
Year: 2008 | Value: 78.8
Year: 2009 | Value: 76.4
Year: 2010 | Value: 74.2
Year: 2011 | Value: 72.2
Year: 2012 | Value: 70.2
Year: 2013 | Value: 68.3
Year: 2014 | Value: 66.4
Year: 2015 | Value: 64.5
Year: 2016 | Value: 62.6
Year: 2017 | Value: 60.7
Year: 2018 | Value: 58.9
Year: 2019 | Value: 57.1
Year: 2020 | Value: 55.3
Year: 2021 | Value: 53.6
Year: 2022 | Value: 51.8
Year: 2023 | Value: 50.1
Remark: Sudan
Remark: Mortality rate, under-5 (per 1,000 live births)
