Entity: GAB / SH.DYN.MORT
Year: 1960 | Value: 218.7
Year: 1961 | Value: 211.6
Year: 1962 | Value: 204.9
Year: 1963 | Value: 198.3
Year: 1964 | Value: 191.8
Year: 1965 | Value: 185.5
Year: 1966 | Value: 179.4
Year: 1967 | Value: 173.5
Year: 1968 | Value: 167.8
Year: 1969 | Value: 162.4
Year: 1970 | Value: 156.9
Year: 1971 | Value: 151.6
Year: 1972 | Value: 146.5
Year: 1973 | Value: 141.8
Year: 1974 | Value: 137.1
Year: 1975 | Value: 132.5
Year: 1976 | Value: 128.1
Year: 1977 | Value: 123.8
Year: 1978 | Value: 119.6
Year: 1979 | Value: 115.6
Year: 1980 | Value: 111.7
Year: 1981 | Value: 108
Year: 1982 | Value: 104.5
Year: 1983 | Value: 101.2
Year: 1984 | Value: 98.1
Year: 1985 | Value: 95.2
Year: 1986 | Value: 92.6
Year: 1987 | Value: 90.3
Year: 1988 | Value: 88.2
Year: 1989 | Value: 86.4
Year: 1990 | Value: 84.9
Year: 1991 | Value: 83.5
Year: 1992 | Value: 82.4
Year: 1993 | Value: 81.4
Year: 1994 | Value: 80.6
Year: 1995 | Value: 79.8
Year: 1996 | Value: 78.9
Year: 1997 | Value: 77.9
Year: 1998 | Value: 76.7
Year: 1999 | Value: 75.3
Year: 2000 | Value: 73.7
Year: 2001 | Value: 71.9
Year: 2002 | Value: 70.1
Year: 2003 | Value: 68.1
Year: 2004 | Value: 66
Year: 2005 | Value: 63.9
Year: 2006 | Value: 62.1
Year: 2007 | Value: 59.9
Year: 2008 | Value: 57.7
Year: 2009 | Value: 55.7
Year: 2010 | Value: 53.5
Year: 2011 | Value: 51.4
Year: 2012 | Value: 49.4
Year: 2013 | Value: 47.3
Year: 2014 | Value: 45.7
Year: 2015 | Value: 44.2
Year: 2016 | Value: 42.4
Year: 2017 | Value: 41
Year: 2018 | Value: 39.6
Year: 2019 | Value: 38
Year: 2020 | Value: 36.2
Year: 2021 | Value: 35.2
Year: 2022 | Value: 34.1
Year: 2023 | Value: 33.2
Remark: Gabon
Remark: Mortality rate, under-5 (per 1,000 live births)
