Entity: LSO / SH.DYN.MORT
Year: 1960 | Value: 185.9
Year: 1961 | Value: 185
Year: 1962 | Value: 185
Year: 1963 | Value: 185.6
Year: 1964 | Value: 186.3
Year: 1965 | Value: 186.6
Year: 1966 | Value: 186.3
Year: 1967 | Value: 185.2
Year: 1968 | Value: 183.1
Year: 1969 | Value: 180.3
Year: 1970 | Value: 176.8
Year: 1971 | Value: 173
Year: 1972 | Value: 169.1
Year: 1973 | Value: 164.9
Year: 1974 | Value: 160.1
Year: 1975 | Value: 154.7
Year: 1976 | Value: 148.6
Year: 1977 | Value: 142.3
Year: 1978 | Value: 135.8
Year: 1979 | Value: 129.3
Year: 1980 | Value: 123
Year: 1981 | Value: 116.8
Year: 1982 | Value: 111.2
Year: 1983 | Value: 105.9
Year: 1984 | Value: 101.3
Year: 1985 | Value: 97.2
Year: 1986 | Value: 93.6
Year: 1987 | Value: 90.6
Year: 1988 | Value: 88
Year: 1989 | Value: 86
Year: 1990 | Value: 84.7
Year: 1991 | Value: 84.3
Year: 1992 | Value: 85.1
Year: 1993 | Value: 87.3
Year: 1994 | Value: 90.7
Year: 1995 | Value: 94.5
Year: 1996 | Value: 98.3
Year: 1997 | Value: 101.6
Year: 1998 | Value: 104.5
Year: 1999 | Value: 107.2
Year: 2000 | Value: 109.4
Year: 2001 | Value: 111.1
Year: 2002 | Value: 112.4
Year: 2003 | Value: 113.7
Year: 2004 | Value: 114.7
Year: 2005 | Value: 115.6
Year: 2006 | Value: 115.3
Year: 2007 | Value: 111.5
Year: 2008 | Value: 108.8
Year: 2009 | Value: 96.4
Year: 2010 | Value: 90.1
Year: 2011 | Value: 85.9
Year: 2012 | Value: 82.6
Year: 2013 | Value: 80.2
Year: 2014 | Value: 78.2
Year: 2015 | Value: 75.1
Year: 2016 | Value: 71.8
Year: 2017 | Value: 71.2
Year: 2018 | Value: 69.1
Year: 2019 | Value: 68.7
Year: 2020 | Value: 66.8
Year: 2021 | Value: 64.4
Year: 2022 | Value: 61.5
Year: 2023 | Value: 58.9
Remark: Lesotho
Remark: Mortality rate, under-5 (per 1,000 live births)
