Entity: LAC / SH.DYN.MORT
Year: 1990 | Value: 57.7986585152478
Year: 1991 | Value: 55.2924306906298
Year: 1992 | Value: 52.7175675432756
Year: 1993 | Value: 50.1314137700147
Year: 1994 | Value: 47.5816453420865
Year: 1995 | Value: 45.1114648466139
Year: 1996 | Value: 42.7501323629839
Year: 1997 | Value: 40.4362159536456
Year: 1998 | Value: 38.894654086272
Year: 1999 | Value: 36.2698410211861
Year: 2000 | Value: 34.4579483354528
Year: 2001 | Value: 32.6638439258206
Year: 2002 | Value: 31.0402623563568
Year: 2003 | Value: 29.5579530177908
Year: 2004 | Value: 28.2090933615267
Year: 2005 | Value: 26.9299857240558
Year: 2006 | Value: 25.8251038751051
Year: 2007 | Value: 24.7435759301422
Year: 2008 | Value: 23.7513982690145
Year: 2009 | Value: 22.8682972774372
Year: 2010 | Value: 23.6388904894394
Year: 2011 | Value: 21.2635252332376
Year: 2012 | Value: 20.551197254331
Year: 2013 | Value: 19.8776788963509
Year: 2014 | Value: 19.2991043913734
Year: 2015 | Value: 18.7866774195873
Year: 2016 | Value: 18.7139426569586
Year: 2017 | Value: 17.906160521155
Year: 2018 | Value: 17.4732331858905
Year: 2019 | Value: 17.0996835251326
Year: 2020 | Value: 16.8138061827307
Year: 2021 | Value: 16.3943538550874
Year: 2022 | Value: 16.0691787427794
Year: 2023 | Value: 15.6898942523118
Remark: Latin America & Caribbean (excluding high income)
Remark: Mortality rate, under-5 (per 1,000 live births)
