Entity: TLA / SH.DYN.MORT
Year: 1990 | Value: 55.4628619644041
Year: 1991 | Value: 53.0166689003932
Year: 1992 | Value: 50.5585721537531
Year: 1993 | Value: 48.1132742139505
Year: 1994 | Value: 45.712526436847
Year: 1995 | Value: 43.3952337696098
Year: 1996 | Value: 41.1684847547165
Year: 1997 | Value: 39.0204635931515
Year: 1998 | Value: 37.5398294696487
Year: 1999 | Value: 35.0619182115576
Year: 2000 | Value: 33.3128185360108
Year: 2001 | Value: 31.5954081242473
Year: 2002 | Value: 30.0672664869101
Year: 2003 | Value: 28.6582122902587
Year: 2004 | Value: 27.3609161515531
Year: 2005 | Value: 26.1193345077822
Year: 2006 | Value: 25.0503630192264
Year: 2007 | Value: 24.0193139770198
Year: 2008 | Value: 23.1020419822325
Year: 2009 | Value: 22.2912674853664
Year: 2010 | Value: 22.9895773975165
Year: 2011 | Value: 20.8211276224404
Year: 2012 | Value: 20.1674423781692
Year: 2013 | Value: 19.5609320419718
Year: 2014 | Value: 19.0412538912097
Year: 2015 | Value: 18.6138558297086
Year: 2016 | Value: 18.8140866203369
Year: 2017 | Value: 18.0739105521382
Year: 2018 | Value: 17.6445467609311
Year: 2019 | Value: 17.2717655972344
Year: 2020 | Value: 16.9926546368583
Year: 2021 | Value: 16.6031900461035
Year: 2022 | Value: 16.2789680507378
Year: 2023 | Value: 15.9445520792666
Remark: Latin America & the Caribbean (IDA & IBRD countries)
Remark: Mortality rate, under-5 (per 1,000 live births)
