Entity: BLZ / SH.DYN.MORT
Year: 1967 | Value: 112.8
Year: 1968 | Value: 107.9
Year: 1969 | Value: 103.3
Year: 1970 | Value: 98.9
Year: 1971 | Value: 94.8
Year: 1972 | Value: 90.8
Year: 1973 | Value: 86.9
Year: 1974 | Value: 83.3
Year: 1975 | Value: 80
Year: 1976 | Value: 76.7
Year: 1977 | Value: 73.8
Year: 1978 | Value: 70.9
Year: 1979 | Value: 68.1
Year: 1980 | Value: 65.5
Year: 1981 | Value: 63
Year: 1982 | Value: 60.4
Year: 1983 | Value: 57.8
Year: 1984 | Value: 55.2
Year: 1985 | Value: 52.5
Year: 1986 | Value: 49.8
Year: 1987 | Value: 47.1
Year: 1988 | Value: 44.4
Year: 1989 | Value: 41.8
Year: 1990 | Value: 39.3
Year: 1991 | Value: 36.9
Year: 1992 | Value: 34.8
Year: 1993 | Value: 33
Year: 1994 | Value: 31.3
Year: 1995 | Value: 29.9
Year: 1996 | Value: 28.6
Year: 1997 | Value: 27.4
Year: 1998 | Value: 26.4
Year: 1999 | Value: 25.4
Year: 2000 | Value: 24.5
Year: 2001 | Value: 23.6
Year: 2002 | Value: 22.8
Year: 2003 | Value: 22.1
Year: 2004 | Value: 21.5
Year: 2005 | Value: 21
Year: 2006 | Value: 20.6
Year: 2007 | Value: 20.1
Year: 2008 | Value: 19.7
Year: 2009 | Value: 19.3
Year: 2010 | Value: 18.8
Year: 2011 | Value: 18.3
Year: 2012 | Value: 17.7
Year: 2013 | Value: 17
Year: 2014 | Value: 16.3
Year: 2015 | Value: 15.6
Year: 2016 | Value: 15
Year: 2017 | Value: 14.4
Year: 2018 | Value: 13.9
Year: 2019 | Value: 13.5
Year: 2020 | Value: 13.2
Year: 2021 | Value: 13
Year: 2022 | Value: 12.8
Year: 2023 | Value: 12.7
Remark: Belize
Remark: Mortality rate, under-5 (per 1,000 live births)
