Entity: UZB / SH.DYN.MORT
Year: 1979 | Value: 125.2
Year: 1980 | Value: 116.8
Year: 1981 | Value: 108.8
Year: 1982 | Value: 101.6
Year: 1983 | Value: 95
Year: 1984 | Value: 89.1
Year: 1985 | Value: 84
Year: 1986 | Value: 79.6
Year: 1987 | Value: 75.9
Year: 1988 | Value: 73.1
Year: 1989 | Value: 71.3
Year: 1990 | Value: 70.4
Year: 1991 | Value: 70.1
Year: 1992 | Value: 70.1
Year: 1993 | Value: 69.9
Year: 1994 | Value: 69.5
Year: 1995 | Value: 69.1
Year: 1996 | Value: 68.3
Year: 1997 | Value: 67.2
Year: 1998 | Value: 65.7
Year: 1999 | Value: 63.8
Year: 2000 | Value: 61.5
Year: 2001 | Value: 58.8
Year: 2002 | Value: 55.7
Year: 2003 | Value: 52.5
Year: 2004 | Value: 49.2
Year: 2005 | Value: 45.7
Year: 2006 | Value: 42.4
Year: 2007 | Value: 39
Year: 2008 | Value: 35.9
Year: 2009 | Value: 32.9
Year: 2010 | Value: 30.1
Year: 2011 | Value: 27.5
Year: 2012 | Value: 25.2
Year: 2013 | Value: 23.2
Year: 2014 | Value: 21.4
Year: 2015 | Value: 19.8
Year: 2016 | Value: 18.5
Year: 2017 | Value: 17.3
Year: 2018 | Value: 16.4
Year: 2019 | Value: 15.6
Year: 2020 | Value: 15
Year: 2021 | Value: 14.4
Year: 2022 | Value: 13.8
Year: 2023 | Value: 13.3
Remark: Uzbekistan
Remark: Mortality rate, under-5 (per 1,000 live births)
