Entity: DOM / SH.DYN.MORT
Year: 1960 | Value: 147.5
Year: 1961 | Value: 146.4
Year: 1962 | Value: 144.8
Year: 1963 | Value: 142.9
Year: 1964 | Value: 140.6
Year: 1965 | Value: 138
Year: 1966 | Value: 135.3
Year: 1967 | Value: 132.5
Year: 1968 | Value: 129.6
Year: 1969 | Value: 126.7
Year: 1970 | Value: 123.6
Year: 1971 | Value: 120.3
Year: 1972 | Value: 116.6
Year: 1973 | Value: 112.7
Year: 1974 | Value: 108.8
Year: 1975 | Value: 104.7
Year: 1976 | Value: 100.9
Year: 1977 | Value: 97.1
Year: 1978 | Value: 93.5
Year: 1979 | Value: 90.1
Year: 1980 | Value: 86.8
Year: 1981 | Value: 83.6
Year: 1982 | Value: 80.5
Year: 1983 | Value: 77.6
Year: 1984 | Value: 74.8
Year: 1985 | Value: 72.1
Year: 1986 | Value: 69.4
Year: 1987 | Value: 66.9
Year: 1988 | Value: 64.4
Year: 1989 | Value: 61.9
Year: 1990 | Value: 59.5
Year: 1991 | Value: 57
Year: 1992 | Value: 54.6
Year: 1993 | Value: 52.2
Year: 1994 | Value: 50
Year: 1995 | Value: 47.8
Year: 1996 | Value: 45.8
Year: 1997 | Value: 44
Year: 1998 | Value: 42.4
Year: 1999 | Value: 41
Year: 2000 | Value: 39.8
Year: 2001 | Value: 38.8
Year: 2002 | Value: 38
Year: 2003 | Value: 37.3
Year: 2004 | Value: 36.7
Year: 2005 | Value: 36.2
Year: 2006 | Value: 35.9
Year: 2007 | Value: 35.6
Year: 2008 | Value: 35.4
Year: 2009 | Value: 35.2
Year: 2010 | Value: 35.1
Year: 2011 | Value: 35
Year: 2012 | Value: 34.9
Year: 2013 | Value: 35
Year: 2014 | Value: 35
Year: 2015 | Value: 35
Year: 2016 | Value: 35
Year: 2017 | Value: 35
Year: 2018 | Value: 34.7
Year: 2019 | Value: 34.3
Year: 2020 | Value: 33.8
Year: 2021 | Value: 33.1
Year: 2022 | Value: 32.2
Year: 2023 | Value: 31.4
Remark: Dominican Republic
Remark: Mortality rate, under-5 (per 1,000 live births)
