Entity: VEN / SH.DYN.MORT
Year: 1960 | Value: 79.7
Year: 1961 | Value: 77.2
Year: 1962 | Value: 74.9
Year: 1963 | Value: 73
Year: 1964 | Value: 71.4
Year: 1965 | Value: 70
Year: 1966 | Value: 68.7
Year: 1967 | Value: 67.5
Year: 1968 | Value: 66.1
Year: 1969 | Value: 64.7
Year: 1970 | Value: 63
Year: 1971 | Value: 61.2
Year: 1972 | Value: 59.4
Year: 1973 | Value: 57.5
Year: 1974 | Value: 55.7
Year: 1975 | Value: 53.8
Year: 1976 | Value: 52
Year: 1977 | Value: 50.1
Year: 1978 | Value: 48.2
Year: 1979 | Value: 46.2
Year: 1980 | Value: 44.2
Year: 1981 | Value: 42.4
Year: 1982 | Value: 40.7
Year: 1983 | Value: 39.1
Year: 1984 | Value: 37.7
Year: 1985 | Value: 36.4
Year: 1986 | Value: 35
Year: 1987 | Value: 33.7
Year: 1988 | Value: 32.3
Year: 1989 | Value: 30.9
Year: 1990 | Value: 29.6
Year: 1991 | Value: 28.6
Year: 1992 | Value: 27.8
Year: 1993 | Value: 27.3
Year: 1994 | Value: 26.8
Year: 1995 | Value: 26.3
Year: 1996 | Value: 25.5
Year: 1997 | Value: 24.5
Year: 1998 | Value: 23.4
Year: 1999 | Value: 22.4
Year: 2000 | Value: 21.5
Year: 2001 | Value: 20.9
Year: 2002 | Value: 20.3
Year: 2003 | Value: 19.8
Year: 2004 | Value: 19.1
Year: 2005 | Value: 18.5
Year: 2006 | Value: 17.9
Year: 2007 | Value: 17.4
Year: 2008 | Value: 17.2
Year: 2009 | Value: 17.1
Year: 2010 | Value: 17.2
Year: 2011 | Value: 17.3
Year: 2012 | Value: 17.6
Year: 2013 | Value: 17.9
Year: 2014 | Value: 18.3
Year: 2015 | Value: 19.2
Year: 2016 | Value: 24.3
Year: 2017 | Value: 24.3
Year: 2018 | Value: 24.3
Year: 2019 | Value: 24.3
Year: 2020 | Value: 24.3
Year: 2021 | Value: 24.3
Year: 2022 | Value: 24.3
Year: 2023 | Value: 24.3
Remark: Venezuela, RB
Remark: Mortality rate, under-5 (per 1,000 live births)
