Entity: EUU / SH.DYN.MORT
Year: 1990 | Value: 12.1557183695738
Year: 1991 | Value: 11.5985882879652
Year: 1992 | Value: 11.0291657818068
Year: 1993 | Value: 10.4919592353327
Year: 1994 | Value: 9.95771254343541
Year: 1995 | Value: 9.34752488297698
Year: 1996 | Value: 8.81155239586955
Year: 1997 | Value: 8.31191812843516
Year: 1998 | Value: 7.89886446569892
Year: 1999 | Value: 7.51386908755356
Year: 2000 | Value: 7.17578189006891
Year: 2001 | Value: 6.84311415590022
Year: 2002 | Value: 6.60278609720749
Year: 2003 | Value: 6.37682553370284
Year: 2004 | Value: 6.14629281226691
Year: 2005 | Value: 5.91966384952874
Year: 2006 | Value: 5.64558131228965
Year: 2007 | Value: 5.41526519573861
Year: 2008 | Value: 5.24346995343925
Year: 2009 | Value: 5.07273071144606
Year: 2010 | Value: 4.85393328195472
Year: 2011 | Value: 4.69239420848632
Year: 2012 | Value: 4.54591970840894
Year: 2013 | Value: 4.4331206518707
Year: 2014 | Value: 4.35191309588673
Year: 2015 | Value: 4.27403585722876
Year: 2016 | Value: 4.19690896609236
Year: 2017 | Value: 4.09915791531379
Year: 2018 | Value: 4.02040734466299
Year: 2019 | Value: 3.92816638265249
Year: 2020 | Value: 3.89009021533782
Year: 2021 | Value: 3.85751417020609
Year: 2022 | Value: 3.84201617680966
Year: 2023 | Value: 3.83208528546125
Remark: European Union
Remark: Mortality rate, under-5 (per 1,000 live births)
