Entity: CAF / SH.DYN.MORT
Year: 1960 | Value: 283.1
Year: 1961 | Value: 277.6
Year: 1962 | Value: 272.1
Year: 1963 | Value: 266.5
Year: 1964 | Value: 260.7
Year: 1965 | Value: 254.9
Year: 1966 | Value: 249
Year: 1967 | Value: 243.2
Year: 1968 | Value: 237.4
Year: 1969 | Value: 231.5
Year: 1970 | Value: 226.3
Year: 1971 | Value: 221.4
Year: 1972 | Value: 216.7
Year: 1973 | Value: 212.2
Year: 1974 | Value: 208
Year: 1975 | Value: 204
Year: 1976 | Value: 200.4
Year: 1977 | Value: 196.9
Year: 1978 | Value: 193.7
Year: 1979 | Value: 190.6
Year: 1980 | Value: 188
Year: 1981 | Value: 185.7
Year: 1982 | Value: 183.7
Year: 1983 | Value: 182.1
Year: 1984 | Value: 180.8
Year: 1985 | Value: 179.8
Year: 1986 | Value: 179.1
Year: 1987 | Value: 178.5
Year: 1988 | Value: 178.1
Year: 1989 | Value: 177.8
Year: 1990 | Value: 177.5
Year: 1991 | Value: 177.1
Year: 1992 | Value: 176.6
Year: 1993 | Value: 176
Year: 1994 | Value: 175.3
Year: 1995 | Value: 174.5
Year: 1996 | Value: 173.3
Year: 1997 | Value: 172
Year: 1998 | Value: 170.2
Year: 1999 | Value: 168
Year: 2000 | Value: 165.5
Year: 2001 | Value: 162.8
Year: 2002 | Value: 159.4
Year: 2003 | Value: 156
Year: 2004 | Value: 152.2
Year: 2005 | Value: 148.4
Year: 2006 | Value: 143.8
Year: 2007 | Value: 139.5
Year: 2008 | Value: 135.6
Year: 2009 | Value: 478.9
Year: 2010 | Value: 149.2
Year: 2011 | Value: 125.4
Year: 2012 | Value: 122.3
Year: 2013 | Value: 133.6
Year: 2014 | Value: 182.6
Year: 2015 | Value: 114.1
Year: 2016 | Value: 126.1
Year: 2017 | Value: 152.4
Year: 2018 | Value: 119.8
Year: 2019 | Value: 243.1
Year: 2020 | Value: 122.6
Year: 2021 | Value: 171.3
Year: 2022 | Value: 387.4
Year: 2023 | Value: 92.2
Remark: Central African Republic
Remark: Mortality rate, under-5 (per 1,000 live births)
