Entity: UKR / SH.DYN.MORT
Year: 1971 | Value: 32.3
Year: 1972 | Value: 31.3
Year: 1973 | Value: 30.4
Year: 1974 | Value: 29.6
Year: 1975 | Value: 28.9
Year: 1976 | Value: 28.4
Year: 1977 | Value: 27.8
Year: 1978 | Value: 27.4
Year: 1979 | Value: 26.9
Year: 1980 | Value: 26.2
Year: 1981 | Value: 25.5
Year: 1982 | Value: 24.7
Year: 1983 | Value: 23.9
Year: 1984 | Value: 22.9
Year: 1985 | Value: 22.1
Year: 1986 | Value: 21.3
Year: 1987 | Value: 20.5
Year: 1988 | Value: 19.9
Year: 1989 | Value: 19.5
Year: 1990 | Value: 19.2
Year: 1991 | Value: 19.2
Year: 1992 | Value: 19.4
Year: 1993 | Value: 19.7
Year: 1994 | Value: 20
Year: 1995 | Value: 20.2
Year: 1996 | Value: 20.3
Year: 1997 | Value: 20.1
Year: 1998 | Value: 19.7
Year: 1999 | Value: 19
Year: 2000 | Value: 18.3
Year: 2001 | Value: 17.5
Year: 2002 | Value: 16.6
Year: 2003 | Value: 15.8
Year: 2004 | Value: 15.1
Year: 2005 | Value: 14.5
Year: 2006 | Value: 14
Year: 2007 | Value: 13.4
Year: 2008 | Value: 12.9
Year: 2009 | Value: 12.3
Year: 2010 | Value: 11.7
Year: 2011 | Value: 11.2
Year: 2012 | Value: 10.7
Year: 2013 | Value: 10.2
Year: 2014 | Value: 9.8
Year: 2015 | Value: 9.4
Year: 2016 | Value: 9.1
Year: 2017 | Value: 8.9
Year: 2018 | Value: 8.7
Year: 2019 | Value: 8.5
Year: 2020 | Value: 8.4
Year: 2021 | Value: 8.2
Year: 2022 | Value: 8.5
Year: 2023 | Value: 8.1
Remark: Ukraine
Remark: Mortality rate, under-5 (per 1,000 live births)
