Entity: ECS / SH.DYN.MORT
Year: 1990 | Value: 30.9
Year: 1991 | Value: 30.3
Year: 1992 | Value: 30
Year: 1993 | Value: 29.6
Year: 1994 | Value: 28.7
Year: 1995 | Value: 27.9
Year: 1996 | Value: 26.5
Year: 1997 | Value: 25.2
Year: 1998 | Value: 24
Year: 1999 | Value: 22.6
Year: 2000 | Value: 21.1
Year: 2001 | Value: 19.8
Year: 2002 | Value: 18.7
Year: 2003 | Value: 17.5
Year: 2004 | Value: 16.6
Year: 2005 | Value: 15.6
Year: 2006 | Value: 14.7
Year: 2007 | Value: 13.9
Year: 2008 | Value: 13.1
Year: 2009 | Value: 12.4
Year: 2010 | Value: 11.7
Year: 2011 | Value: 11.2
Year: 2012 | Value: 10.8
Year: 2013 | Value: 10.4
Year: 2014 | Value: 10
Year: 2015 | Value: 9.5
Year: 2016 | Value: 9.1
Year: 2017 | Value: 8.8
Year: 2018 | Value: 8.5
Year: 2019 | Value: 8.3
Year: 2020 | Value: 8.1
Year: 2021 | Value: 7.9
Year: 2022 | Value: 7.8
Year: 2023 | Value: 8
Remark: Europe & Central Asia
Remark: Mortality rate, under-5 (per 1,000 live births)
