Entity: MYS / SH.DYN.MORT
Year: 1960 | Value: 94.6
Year: 1961 | Value: 88.3
Year: 1962 | Value: 82.5
Year: 1963 | Value: 77.4
Year: 1964 | Value: 72.8
Year: 1965 | Value: 68.9
Year: 1966 | Value: 65.6
Year: 1967 | Value: 62.7
Year: 1968 | Value: 60.2
Year: 1969 | Value: 57.9
Year: 1970 | Value: 55.6
Year: 1971 | Value: 53.2
Year: 1972 | Value: 50.6
Year: 1973 | Value: 47.9
Year: 1974 | Value: 45
Year: 1975 | Value: 42.3
Year: 1976 | Value: 39.7
Year: 1977 | Value: 37.1
Year: 1978 | Value: 34.8
Year: 1979 | Value: 32.5
Year: 1980 | Value: 30.4
Year: 1981 | Value: 28.4
Year: 1982 | Value: 26.5
Year: 1983 | Value: 24.7
Year: 1984 | Value: 23.2
Year: 1985 | Value: 21.8
Year: 1986 | Value: 20.5
Year: 1987 | Value: 19.3
Year: 1988 | Value: 18.3
Year: 1989 | Value: 17.4
Year: 1990 | Value: 16.6
Year: 1991 | Value: 15.8
Year: 1992 | Value: 15.1
Year: 1993 | Value: 14.5
Year: 1994 | Value: 13.9
Year: 1995 | Value: 13.4
Year: 1996 | Value: 12.9
Year: 1997 | Value: 12.3
Year: 1998 | Value: 11.5
Year: 1999 | Value: 10.7
Year: 2000 | Value: 10
Year: 2001 | Value: 9.3
Year: 2002 | Value: 8.8
Year: 2003 | Value: 8.5
Year: 2004 | Value: 8.4
Year: 2005 | Value: 8.3
Year: 2006 | Value: 8.3
Year: 2007 | Value: 8.2
Year: 2008 | Value: 8.2
Year: 2009 | Value: 8.2
Year: 2010 | Value: 8.1
Year: 2011 | Value: 8.1
Year: 2012 | Value: 8
Year: 2013 | Value: 8.1
Year: 2014 | Value: 8.1
Year: 2015 | Value: 8.1
Year: 2016 | Value: 8.2
Year: 2017 | Value: 8.2
Year: 2018 | Value: 8.2
Year: 2019 | Value: 8.2
Year: 2020 | Value: 8.1
Year: 2021 | Value: 8.1
Year: 2022 | Value: 8.1
Year: 2023 | Value: 8.1
Remark: Malaysia
Remark: Mortality rate, under-5 (per 1,000 live births)
