Entity: PRY / SH.DYN.MORT
Year: 1960 | Value: 81.8
Year: 1961 | Value: 81.1
Year: 1962 | Value: 80.6
Year: 1963 | Value: 80.2
Year: 1964 | Value: 79.9
Year: 1965 | Value: 79.6
Year: 1966 | Value: 79.4
Year: 1967 | Value: 79.1
Year: 1968 | Value: 78.8
Year: 1969 | Value: 78.4
Year: 1970 | Value: 77.9
Year: 1971 | Value: 77.3
Year: 1972 | Value: 76.6
Year: 1973 | Value: 75.7
Year: 1974 | Value: 74.6
Year: 1975 | Value: 73.4
Year: 1976 | Value: 72.1
Year: 1977 | Value: 70.6
Year: 1978 | Value: 69.1
Year: 1979 | Value: 67.4
Year: 1980 | Value: 65.5
Year: 1981 | Value: 63.5
Year: 1982 | Value: 61.4
Year: 1983 | Value: 59.2
Year: 1984 | Value: 57.1
Year: 1985 | Value: 55
Year: 1986 | Value: 53
Year: 1987 | Value: 51
Year: 1988 | Value: 49.2
Year: 1989 | Value: 47.3
Year: 1990 | Value: 45.5
Year: 1991 | Value: 43.8
Year: 1992 | Value: 42.3
Year: 1993 | Value: 40.8
Year: 1994 | Value: 39.5
Year: 1995 | Value: 38.3
Year: 1996 | Value: 37.2
Year: 1997 | Value: 36.2
Year: 1998 | Value: 35.3
Year: 1999 | Value: 34.5
Year: 2000 | Value: 33.6
Year: 2001 | Value: 32.9
Year: 2002 | Value: 32.2
Year: 2003 | Value: 31.4
Year: 2004 | Value: 30.7
Year: 2005 | Value: 29.9
Year: 2006 | Value: 29.1
Year: 2007 | Value: 28.3
Year: 2008 | Value: 27.5
Year: 2009 | Value: 26.7
Year: 2010 | Value: 25.9
Year: 2011 | Value: 25.1
Year: 2012 | Value: 24.4
Year: 2013 | Value: 23.7
Year: 2014 | Value: 23
Year: 2015 | Value: 22.2
Year: 2016 | Value: 21.5
Year: 2017 | Value: 20.8
Year: 2018 | Value: 20.1
Year: 2019 | Value: 19.4
Year: 2020 | Value: 18.8
Year: 2021 | Value: 18.2
Year: 2022 | Value: 17.6
Year: 2023 | Value: 17
Remark: Paraguay
Remark: Mortality rate, under-5 (per 1,000 live births)
