Entity: PRK / SH.DYN.MORT
Year: 1960 | Value: 115.8
Year: 1961 | Value: 111.6
Year: 1962 | Value: 107.6
Year: 1963 | Value: 103.6
Year: 1964 | Value: 99.2
Year: 1965 | Value: 94.6
Year: 1966 | Value: 89.6
Year: 1967 | Value: 84.5
Year: 1968 | Value: 79.4
Year: 1969 | Value: 74.5
Year: 1970 | Value: 69.9
Year: 1971 | Value: 65.8
Year: 1972 | Value: 62
Year: 1973 | Value: 58.6
Year: 1974 | Value: 55.6
Year: 1975 | Value: 52.8
Year: 1976 | Value: 50.3
Year: 1977 | Value: 48
Year: 1978 | Value: 45.9
Year: 1979 | Value: 44
Year: 1980 | Value: 42.2
Year: 1981 | Value: 40.5
Year: 1982 | Value: 39.1
Year: 1983 | Value: 38
Year: 1984 | Value: 37.1
Year: 1985 | Value: 36.8
Year: 1986 | Value: 36.8
Year: 1987 | Value: 37.8
Year: 1988 | Value: 38.3
Year: 1989 | Value: 39.5
Year: 1990 | Value: 40.7
Year: 1991 | Value: 41.8
Year: 1992 | Value: 42.5
Year: 1993 | Value: 42.7
Year: 1994 | Value: 42.5
Year: 1995 | Value: 107.7
Year: 1996 | Value: 106.2
Year: 1997 | Value: 104.6
Year: 1998 | Value: 103.2
Year: 1999 | Value: 101.7
Year: 2000 | Value: 100.2
Year: 2001 | Value: 99
Year: 2002 | Value: 97.8
Year: 2003 | Value: 34.5
Year: 2004 | Value: 33.8
Year: 2005 | Value: 33.3
Year: 2006 | Value: 32.8
Year: 2007 | Value: 32.4
Year: 2008 | Value: 31
Year: 2009 | Value: 30
Year: 2010 | Value: 28.7
Year: 2011 | Value: 27.2
Year: 2012 | Value: 25.7
Year: 2013 | Value: 24.1
Year: 2014 | Value: 22.6
Year: 2015 | Value: 21.4
Year: 2016 | Value: 20.6
Year: 2017 | Value: 19.1
Year: 2018 | Value: 18.4
Year: 2019 | Value: 17.7
Year: 2020 | Value: 17.4
Year: 2021 | Value: 17.4
Year: 2022 | Value: 17.7
Year: 2023 | Value: 18
Remark: Korea, Dem. People's Rep.
Remark: Mortality rate, under-5 (per 1,000 live births)
