Entity: ARG / SH.DYN.MORT
Year: 1969 | Value: 72.5
Year: 1970 | Value: 71.7
Year: 1971 | Value: 70.8
Year: 1972 | Value: 69.7
Year: 1973 | Value: 68.2
Year: 1974 | Value: 66.1
Year: 1975 | Value: 63.3
Year: 1976 | Value: 59.8
Year: 1977 | Value: 55.6
Year: 1978 | Value: 51.2
Year: 1979 | Value: 46.8
Year: 1980 | Value: 42.8
Year: 1981 | Value: 39.4
Year: 1982 | Value: 36.5
Year: 1983 | Value: 34.1
Year: 1984 | Value: 32.1
Year: 1985 | Value: 30.6
Year: 1986 | Value: 29.6
Year: 1987 | Value: 29.1
Year: 1988 | Value: 29
Year: 1989 | Value: 28.9
Year: 1990 | Value: 28.8
Year: 1991 | Value: 28.4
Year: 1992 | Value: 27.6
Year: 1993 | Value: 26.6
Year: 1994 | Value: 25.4
Year: 1995 | Value: 24.2
Year: 1996 | Value: 23.1
Year: 1997 | Value: 21.9
Year: 1998 | Value: 20.9
Year: 1999 | Value: 20.1
Year: 2000 | Value: 19.4
Year: 2001 | Value: 18.8
Year: 2002 | Value: 18.3
Year: 2003 | Value: 17.8
Year: 2004 | Value: 17.3
Year: 2005 | Value: 16.7
Year: 2006 | Value: 16.2
Year: 2007 | Value: 15.8
Year: 2008 | Value: 15.4
Year: 2009 | Value: 14.9
Year: 2010 | Value: 14.4
Year: 2011 | Value: 13.9
Year: 2012 | Value: 13.3
Year: 2013 | Value: 12.7
Year: 2014 | Value: 12.2
Year: 2015 | Value: 11.7
Year: 2016 | Value: 11.4
Year: 2017 | Value: 11
Year: 2018 | Value: 10.7
Year: 2019 | Value: 10.5
Year: 2020 | Value: 10.3
Year: 2021 | Value: 10
Year: 2022 | Value: 9.8
Year: 2023 | Value: 9.6
Remark: Argentina
Remark: Mortality rate, under-5 (per 1,000 live births)
