Entity: BGD / SH.DYN.MORT
Year: 1960 | Value: 261.7
Year: 1961 | Value: 255.1
Year: 1962 | Value: 248.8
Year: 1963 | Value: 242.9
Year: 1964 | Value: 237.7
Year: 1965 | Value: 233.4
Year: 1966 | Value: 230.1
Year: 1967 | Value: 227.9
Year: 1968 | Value: 226.8
Year: 1969 | Value: 226.5
Year: 1970 | Value: 270.7
Year: 1971 | Value: 366.7
Year: 1972 | Value: 227.7
Year: 1973 | Value: 227.6
Year: 1974 | Value: 226.8
Year: 1975 | Value: 225.2
Year: 1976 | Value: 222.8
Year: 1977 | Value: 219.4
Year: 1978 | Value: 215.3
Year: 1979 | Value: 210.6
Year: 1980 | Value: 205.8
Year: 1981 | Value: 200.7
Year: 1982 | Value: 195.5
Year: 1983 | Value: 189.9
Year: 1984 | Value: 184.1
Year: 1985 | Value: 178
Year: 1986 | Value: 171.6
Year: 1987 | Value: 165.1
Year: 1988 | Value: 158.6
Year: 1989 | Value: 152.2
Year: 1990 | Value: 146
Year: 1991 | Value: 139.8
Year: 1992 | Value: 133.7
Year: 1993 | Value: 127.4
Year: 1994 | Value: 121.2
Year: 1995 | Value: 115.1
Year: 1996 | Value: 109.1
Year: 1997 | Value: 103
Year: 1998 | Value: 97
Year: 1999 | Value: 91
Year: 2000 | Value: 85.4
Year: 2001 | Value: 80.1
Year: 2002 | Value: 75.3
Year: 2003 | Value: 70.9
Year: 2004 | Value: 66.9
Year: 2005 | Value: 63.2
Year: 2006 | Value: 59.8
Year: 2007 | Value: 56.7
Year: 2008 | Value: 53.9
Year: 2009 | Value: 51.3
Year: 2010 | Value: 48.9
Year: 2011 | Value: 46.7
Year: 2012 | Value: 44.7
Year: 2013 | Value: 42.7
Year: 2014 | Value: 40.7
Year: 2015 | Value: 38.8
Year: 2016 | Value: 36.9
Year: 2017 | Value: 35.2
Year: 2018 | Value: 33.7
Year: 2019 | Value: 32.4
Year: 2020 | Value: 31.5
Year: 2021 | Value: 31
Year: 2022 | Value: 30.7
Year: 2023 | Value: 30.6
Remark: Bangladesh
Remark: Mortality rate, under-5 (per 1,000 live births)
