Entity: FCS / SH.DYN.MORT
Year: 1990 | Value: 166.241570979623
Year: 1991 | Value: 169.015013138603
Year: 1992 | Value: 167.574202722992
Year: 1993 | Value: 161.451413396687
Year: 1994 | Value: 157.773861640445
Year: 1995 | Value: 156.362820877151
Year: 1996 | Value: 153.660002473973
Year: 1997 | Value: 150.340330030105
Year: 1998 | Value: 149.06743174137
Year: 1999 | Value: 142.622579774315
Year: 2000 | Value: 138.514947475642
Year: 2001 | Value: 134.334316366471
Year: 2002 | Value: 129.718488488325
Year: 2003 | Value: 125.403727114631
Year: 2004 | Value: 121.717242045902
Year: 2005 | Value: 117.579404518515
Year: 2006 | Value: 112.752164884908
Year: 2007 | Value: 108.821132616601
Year: 2008 | Value: 106.207122898142
Year: 2009 | Value: 104.161079735103
Year: 2010 | Value: 99.936363727727
Year: 2011 | Value: 100.097268114621
Year: 2012 | Value: 94.1877590304822
Year: 2013 | Value: 91.2516365449847
Year: 2014 | Value: 90.7803225125518
Year: 2015 | Value: 88.9564118698097
Year: 2016 | Value: 87.2188683494708
Year: 2017 | Value: 85.9687569492882
Year: 2018 | Value: 81.6099060735654
Year: 2019 | Value: 79.5477378004779
Year: 2020 | Value: 76.3315506792895
Year: 2021 | Value: 74.6706926949679
Year: 2022 | Value: 75.1253024241945
Year: 2023 | Value: 70.2148505989691
Remark: Fragile and conflict affected situations
Remark: Mortality rate, under-5 (per 1,000 live births)
