Entity: MAR / SH.DYN.MORT
Year: 1960 | Value: 243.9
Year: 1961 | Value: 238.8
Year: 1962 | Value: 233.9
Year: 1963 | Value: 228.7
Year: 1964 | Value: 223.2
Year: 1965 | Value: 217.6
Year: 1966 | Value: 211.9
Year: 1967 | Value: 206.1
Year: 1968 | Value: 200.7
Year: 1969 | Value: 195.6
Year: 1970 | Value: 190.9
Year: 1971 | Value: 186.7
Year: 1972 | Value: 182.6
Year: 1973 | Value: 178.4
Year: 1974 | Value: 173.8
Year: 1975 | Value: 168.4
Year: 1976 | Value: 162.4
Year: 1977 | Value: 155.8
Year: 1978 | Value: 148.8
Year: 1979 | Value: 141.6
Year: 1980 | Value: 134.6
Year: 1981 | Value: 127.7
Year: 1982 | Value: 121.1
Year: 1983 | Value: 114.8
Year: 1984 | Value: 108.8
Year: 1985 | Value: 103.1
Year: 1986 | Value: 97.9
Year: 1987 | Value: 93
Year: 1988 | Value: 88.6
Year: 1989 | Value: 84.5
Year: 1990 | Value: 80.8
Year: 1991 | Value: 77.3
Year: 1992 | Value: 74
Year: 1993 | Value: 70.9
Year: 1994 | Value: 67.8
Year: 1995 | Value: 64.9
Year: 1996 | Value: 62.1
Year: 1997 | Value: 59.4
Year: 1998 | Value: 56.9
Year: 1999 | Value: 54.5
Year: 2000 | Value: 52.2
Year: 2001 | Value: 50.1
Year: 2002 | Value: 47.9
Year: 2003 | Value: 45.7
Year: 2004 | Value: 43.6
Year: 2005 | Value: 41.3
Year: 2006 | Value: 39.1
Year: 2007 | Value: 37
Year: 2008 | Value: 34.9
Year: 2009 | Value: 32.9
Year: 2010 | Value: 31.1
Year: 2011 | Value: 29.3
Year: 2012 | Value: 27.7
Year: 2013 | Value: 26.2
Year: 2014 | Value: 24.7
Year: 2015 | Value: 23.4
Year: 2016 | Value: 22.2
Year: 2017 | Value: 21.1
Year: 2018 | Value: 20.2
Year: 2019 | Value: 19.4
Year: 2020 | Value: 18.6
Year: 2021 | Value: 17.9
Year: 2022 | Value: 17.2
Year: 2023 | Value: 16.6
Remark: Morocco
Remark: Mortality rate, under-5 (per 1,000 live births)
