Entity: COM / SH.DYN.MORT
Year: 1970 | Value: 231.6
Year: 1971 | Value: 225.4
Year: 1972 | Value: 219.5
Year: 1973 | Value: 213.8
Year: 1974 | Value: 208.3
Year: 1975 | Value: 202.6
Year: 1976 | Value: 196.9
Year: 1977 | Value: 191.2
Year: 1978 | Value: 185.5
Year: 1979 | Value: 179.7
Year: 1980 | Value: 173.9
Year: 1981 | Value: 168
Year: 1982 | Value: 162.2
Year: 1983 | Value: 156.5
Year: 1984 | Value: 150.9
Year: 1985 | Value: 145.5
Year: 1986 | Value: 140.4
Year: 1987 | Value: 135.3
Year: 1988 | Value: 130.4
Year: 1989 | Value: 125.7
Year: 1990 | Value: 120.9
Year: 1991 | Value: 116.1
Year: 1992 | Value: 111.3
Year: 1993 | Value: 106.6
Year: 1994 | Value: 102.1
Year: 1995 | Value: 97.8
Year: 1996 | Value: 93.7
Year: 1997 | Value: 90
Year: 1998 | Value: 86.3
Year: 1999 | Value: 82.8
Year: 2000 | Value: 79.6
Year: 2001 | Value: 76.5
Year: 2002 | Value: 73.6
Year: 2003 | Value: 70.7
Year: 2004 | Value: 68
Year: 2005 | Value: 65.5
Year: 2006 | Value: 63.1
Year: 2007 | Value: 60.8
Year: 2008 | Value: 58.8
Year: 2009 | Value: 56.9
Year: 2010 | Value: 55.1
Year: 2011 | Value: 53.6
Year: 2012 | Value: 52.1
Year: 2013 | Value: 50.8
Year: 2014 | Value: 49.7
Year: 2015 | Value: 48.7
Year: 2016 | Value: 47.6
Year: 2017 | Value: 46.6
Year: 2018 | Value: 45.6
Year: 2019 | Value: 44.6
Year: 2020 | Value: 43.5
Year: 2021 | Value: 42.4
Year: 2022 | Value: 41.1
Year: 2023 | Value: 39.8
Remark: Comoros
Remark: Mortality rate, under-5 (per 1,000 live births)
