Entity: China
Year: 2000 | Value: 4.4535861
Year: 2001 | Value: 4.19752026
Year: 2002 | Value: 4.32156181
Year: 2003 | Value: 4.35460472
Year: 2004 | Value: 4.22949076
Year: 2005 | Value: 4.11230803
Year: 2006 | Value: 3.88655019
Year: 2007 | Value: 3.61737728
Year: 2008 | Value: 3.83627748
Year: 2009 | Value: 4.27631998
Year: 2010 | Value: 4.15821123
Year: 2011 | Value: 4.26719379
Year: 2012 | Value: 4.49046612
Year: 2013 | Value: 4.63882637
Year: 2014 | Value: 4.69880247
Year: 2015 | Value: 4.85367584
Year: 2016 | Value: 4.88338089
Year: 2017 | Value: 4.9695034
Year: 2018 | Value: 5.06933308
Year: 2019 | Value: 5.26516867
Year: 2020 | Value: 5.50441837
Year: 2021 | Value: 5.25590324
Year: 2022 | Value: 5.88078785
