Entity: Thailand
Year: 2000 | Value: 5.25345993041992
Year: 2001 | Value: 4.81787014007568
Year: 2002 | Value: 3.86491990089417
Year: 2003 | Value: 3.72561001777649
Year: 2004 | Value: 4.03088998794556
Year: 2005 | Value: 3.93859004974365
Year: 2006 | Value: 4.05038022994995
Year: 2007 | Value: 3.60314989089966
Year: 2008 | Value: 3.50850009918213
Year: 2009 | Value: 3.86193990707398
Year: 2010 | Value: 3.50844001770019
Year: 2011 | Value: 4.80555009841919
Year: 2012 | Value: 4.53670978546143
Year: 2013 | Value: 4.12402009963989
Year: 2014 | Value: 3.91917751852112
Year: 2015 | Value: 3.86397622727286
Year: 2016 | Value: 3.76761756770937
Year: 2017 | Value: 3.46532147640365
Year: 2018 | Value: 3.19769395901619
Year: 2019 | Value: 3.02221411183282
Year: 2020 | Value: 3.15314171737183
Year: 2021 | Value: 2.98212428478268
Year: 2022 | Value: 2.61187022798634
