Entity: PSS / SP.POP.TOTL
Year: 1960 | Value: 912120
Year: 1961 | Value: 938244
Year: 1962 | Value: 965430
Year: 1963 | Value: 993524
Year: 1964 | Value: 1022081
Year: 1965 | Value: 1051140
Year: 1966 | Value: 1079689
Year: 1967 | Value: 1105889
Year: 1968 | Value: 1130851
Year: 1969 | Value: 1156327
Year: 1970 | Value: 1181537
Year: 1971 | Value: 1205879
Year: 1972 | Value: 1229695
Year: 1973 | Value: 1253169
Year: 1974 | Value: 1277600
Year: 1975 | Value: 1303608
Year: 1976 | Value: 1331351
Year: 1977 | Value: 1360619
Year: 1978 | Value: 1390784
Year: 1979 | Value: 1422234
Year: 1980 | Value: 1454476
Year: 1981 | Value: 1487561
Year: 1982 | Value: 1521261
Year: 1983 | Value: 1555284
Year: 1984 | Value: 1590058
Year: 1985 | Value: 1625654
Year: 1986 | Value: 1660533
Year: 1987 | Value: 1692234
Year: 1988 | Value: 1721206
Year: 1989 | Value: 1748900
Year: 1990 | Value: 1775607
Year: 1991 | Value: 1801531
Year: 1992 | Value: 1827395
Year: 1993 | Value: 1853148
Year: 1994 | Value: 1878007
Year: 1995 | Value: 1901782
Year: 1996 | Value: 1926342
Year: 1997 | Value: 1954642
Year: 1998 | Value: 1984859
Year: 1999 | Value: 2014289
Year: 2000 | Value: 2042274
Year: 2001 | Value: 2069097
Year: 2002 | Value: 2095273
Year: 2003 | Value: 2120592
Year: 2004 | Value: 2145505
Year: 2005 | Value: 2170029
Year: 2006 | Value: 2194265
Year: 2007 | Value: 2218230
Year: 2008 | Value: 2240739
Year: 2009 | Value: 2262456
Year: 2010 | Value: 2289399
Year: 2011 | Value: 2320899
Year: 2012 | Value: 2351924
Year: 2013 | Value: 2382931
Year: 2014 | Value: 2414338
Year: 2015 | Value: 2445989
Year: 2016 | Value: 2477794
Year: 2017 | Value: 2509999
Year: 2018 | Value: 2542009
Year: 2019 | Value: 2568656
Year: 2020 | Value: 2595522
Year: 2021 | Value: 2625493
Year: 2022 | Value: 2656049
Year: 2023 | Value: 2689224
Year: 2024 | Value: 2722467
Remark: Pacific island small states
Remark: Population, total
