Entity: KIR / SP.POP.TOTL
Year: 1960 | Value: 47157
Year: 1961 | Value: 48323
Year: 1962 | Value: 49538
Year: 1963 | Value: 50791
Year: 1964 | Value: 52088
Year: 1965 | Value: 53439
Year: 1966 | Value: 54425
Year: 1967 | Value: 54996
Year: 1968 | Value: 55529
Year: 1969 | Value: 56360
Year: 1970 | Value: 57510
Year: 1971 | Value: 58652
Year: 1972 | Value: 59778
Year: 1973 | Value: 60824
Year: 1974 | Value: 61219
Year: 1975 | Value: 60987
Year: 1976 | Value: 60661
Year: 1977 | Value: 60267
Year: 1978 | Value: 59864
Year: 1979 | Value: 60172
Year: 1980 | Value: 61148
Year: 1981 | Value: 62121
Year: 1982 | Value: 63134
Year: 1983 | Value: 64169
Year: 1984 | Value: 65228
Year: 1985 | Value: 66496
Year: 1986 | Value: 68059
Year: 1987 | Value: 69733
Year: 1988 | Value: 71427
Year: 1989 | Value: 73147
Year: 1990 | Value: 74855
Year: 1991 | Value: 76367
Year: 1992 | Value: 77641
Year: 1993 | Value: 78841
Year: 1994 | Value: 80021
Year: 1995 | Value: 81234
Year: 1996 | Value: 82623
Year: 1997 | Value: 84147
Year: 1998 | Value: 85657
Year: 1999 | Value: 87126
Year: 2000 | Value: 88613
Year: 2001 | Value: 90335
Year: 2002 | Value: 92264
Year: 2003 | Value: 94175
Year: 2004 | Value: 96085
Year: 2005 | Value: 98035
Year: 2006 | Value: 100017
Year: 2007 | Value: 102068
Year: 2008 | Value: 104222
Year: 2009 | Value: 106467
Year: 2010 | Value: 108704
Year: 2011 | Value: 110647
Year: 2012 | Value: 112284
Year: 2013 | Value: 113838
Year: 2014 | Value: 115326
Year: 2015 | Value: 116815
Year: 2016 | Value: 118478
Year: 2017 | Value: 120275
Year: 2018 | Value: 122084
Year: 2019 | Value: 123921
Year: 2020 | Value: 126099
Year: 2021 | Value: 128377
Year: 2022 | Value: 130469
Year: 2023 | Value: 132530
Year: 2024 | Value: 134518
Remark: Kiribati
Remark: Population, total
