Entity: MCO / SP.POP.TOTL
Year: 1960 | Value: 21808
Year: 1961 | Value: 21901
Year: 1962 | Value: 22078
Year: 1963 | Value: 22385
Year: 1964 | Value: 22686
Year: 1965 | Value: 22941
Year: 1966 | Value: 23131
Year: 1967 | Value: 23230
Year: 1968 | Value: 23437
Year: 1969 | Value: 23831
Year: 1970 | Value: 24229
Year: 1971 | Value: 24576
Year: 1972 | Value: 24862
Year: 1973 | Value: 25072
Year: 1974 | Value: 25235
Year: 1975 | Value: 25500
Year: 1976 | Value: 25895
Year: 1977 | Value: 26273
Year: 1978 | Value: 26605
Year: 1979 | Value: 26892
Year: 1980 | Value: 27122
Year: 1981 | Value: 27293
Year: 1982 | Value: 27561
Year: 1983 | Value: 27960
Year: 1984 | Value: 28356
Year: 1985 | Value: 28731
Year: 1986 | Value: 29093
Year: 1987 | Value: 29446
Year: 1988 | Value: 29781
Year: 1989 | Value: 30084
Year: 1990 | Value: 30358
Year: 1991 | Value: 30625
Year: 1992 | Value: 30887
Year: 1993 | Value: 31136
Year: 1994 | Value: 31375
Year: 1995 | Value: 31609
Year: 1996 | Value: 31837
Year: 1997 | Value: 32063
Year: 1998 | Value: 32267
Year: 1999 | Value: 32410
Year: 2000 | Value: 32455
Year: 2001 | Value: 32447
Year: 2002 | Value: 32422
Year: 2003 | Value: 32374
Year: 2004 | Value: 32307
Year: 2005 | Value: 32210
Year: 2006 | Value: 32057
Year: 2007 | Value: 31837
Year: 2008 | Value: 31836
Year: 2009 | Value: 32364
Year: 2010 | Value: 33163
Year: 2011 | Value: 33946
Year: 2012 | Value: 34711
Year: 2013 | Value: 35447
Year: 2014 | Value: 36128
Year: 2015 | Value: 36757
Year: 2016 | Value: 37276
Year: 2017 | Value: 37678
Year: 2018 | Value: 38154
Year: 2019 | Value: 38109
Year: 2020 | Value: 38050
Year: 2021 | Value: 38527
Year: 2022 | Value: 38931
Year: 2023 | Value: 38956
Year: 2024 | Value: 38631
Remark: Monaco
Remark: Population, total
