Entity: OMN / SP.POP.TOTL
Year: 1960 | Value: 530485
Year: 1961 | Value: 539854
Year: 1962 | Value: 549941
Year: 1963 | Value: 560827
Year: 1964 | Value: 572577
Year: 1965 | Value: 585236
Year: 1966 | Value: 598804
Year: 1967 | Value: 613318
Year: 1968 | Value: 628798
Year: 1969 | Value: 645255
Year: 1970 | Value: 662680
Year: 1971 | Value: 681119
Year: 1972 | Value: 700593
Year: 1973 | Value: 721179
Year: 1974 | Value: 746988
Year: 1975 | Value: 778864
Year: 1976 | Value: 814701
Year: 1977 | Value: 855314
Year: 1978 | Value: 900304
Year: 1979 | Value: 949116
Year: 1980 | Value: 1001248
Year: 1981 | Value: 1057320
Year: 1982 | Value: 1117678
Year: 1983 | Value: 1181459
Year: 1984 | Value: 1247716
Year: 1985 | Value: 1325480
Year: 1986 | Value: 1413419
Year: 1987 | Value: 1500996
Year: 1988 | Value: 1588568
Year: 1989 | Value: 1676228
Year: 1990 | Value: 1763954
Year: 1991 | Value: 1851473
Year: 1992 | Value: 1938238
Year: 1993 | Value: 2021675
Year: 1994 | Value: 2081834
Year: 1995 | Value: 2120528
Year: 1996 | Value: 2156926
Year: 1997 | Value: 2190720
Year: 1998 | Value: 2222489
Year: 1999 | Value: 2252909
Year: 2000 | Value: 2282131
Year: 2001 | Value: 2310217
Year: 2002 | Value: 2337140
Year: 2003 | Value: 2363796
Year: 2004 | Value: 2404821
Year: 2005 | Value: 2459802
Year: 2006 | Value: 2514795
Year: 2007 | Value: 2570174
Year: 2008 | Value: 2626529
Year: 2009 | Value: 2684659
Year: 2010 | Value: 2757446
Year: 2011 | Value: 3076763
Year: 2012 | Value: 3547106
Year: 2013 | Value: 3833913
Year: 2014 | Value: 4002439
Year: 2015 | Value: 4184895
Year: 2016 | Value: 4390877
Year: 2017 | Value: 4537396
Year: 2018 | Value: 4597877
Year: 2019 | Value: 4591241
Year: 2020 | Value: 4522497
Year: 2021 | Value: 4500424
Year: 2022 | Value: 4730226
Year: 2023 | Value: 5049269
Year: 2024 | Value: 5281538
Remark: Oman
Remark: Population, total
