Entity: MOZ / SP.POP.TOTL
Year: 1960 | Value: 6713695
Year: 1961 | Value: 6834936
Year: 1962 | Value: 6969364
Year: 1963 | Value: 7109828
Year: 1964 | Value: 7255061
Year: 1965 | Value: 7406421
Year: 1966 | Value: 7562990
Year: 1967 | Value: 7724550
Year: 1968 | Value: 7892613
Year: 1969 | Value: 8066951
Year: 1970 | Value: 8250506
Year: 1971 | Value: 8456317
Year: 1972 | Value: 8692935
Year: 1973 | Value: 8954242
Year: 1974 | Value: 9236093
Year: 1975 | Value: 9540817
Year: 1976 | Value: 9867209
Year: 1977 | Value: 10224975
Year: 1978 | Value: 10618250
Year: 1979 | Value: 11028809
Year: 1980 | Value: 11336221
Year: 1981 | Value: 11568127
Year: 1982 | Value: 11824370
Year: 1983 | Value: 12073822
Year: 1984 | Value: 12315954
Year: 1985 | Value: 12548949
Year: 1986 | Value: 12770578
Year: 1987 | Value: 12822574
Year: 1988 | Value: 12800558
Year: 1989 | Value: 12906842
Year: 1990 | Value: 13094537
Year: 1991 | Value: 13352090
Year: 1992 | Value: 13613316
Year: 1993 | Value: 14051192
Year: 1994 | Value: 15033853
Year: 1995 | Value: 15960530
Year: 1996 | Value: 16492480
Year: 1997 | Value: 16949982
Year: 1998 | Value: 17340464
Year: 1999 | Value: 17734506
Year: 2000 | Value: 18129653
Year: 2001 | Value: 18537729
Year: 2002 | Value: 18958338
Year: 2003 | Value: 19392475
Year: 2004 | Value: 19840313
Year: 2005 | Value: 20304569
Year: 2006 | Value: 20787087
Year: 2007 | Value: 21287635
Year: 2008 | Value: 21819036
Year: 2009 | Value: 22391745
Year: 2010 | Value: 22999235
Year: 2011 | Value: 23649039
Year: 2012 | Value: 24337846
Year: 2013 | Value: 25051611
Year: 2014 | Value: 25788475
Year: 2015 | Value: 26547572
Year: 2016 | Value: 27337105
Year: 2017 | Value: 28166393
Year: 2018 | Value: 29018644
Year: 2019 | Value: 29884380
Year: 2020 | Value: 30783688
Year: 2021 | Value: 31707800
Year: 2022 | Value: 32656246
Year: 2023 | Value: 33635160
Year: 2024 | Value: 34631766
Remark: Mozambique
Remark: Population, total
